EnrollmentID,StudentID,LeadID,CourseID,ManagerID,EnrollmentDate,CohortID,CourseStartDate,ExpectedEndDate,ActualCompletionDate,EnrollmentStatus,AgreedPrice,DiscountPercent,Currency,PaymentPlan,AcquisitionSource,CancellationDate,CancellationReason,CertificateEligible,CertificateIssuedDate,LateEnrollment
ENR000318,STU000318,LEAD0002637,CRS0008,MGR0003,2024-02-11,COH00092,2024-03-10,2024-03-31,,Dropped,0.0,0,USD,Free,organic,,,False,,False
ENR000319,STU000319,LEAD0001275,CRS0014,MGR0004,2024-02-11,COH00185,2024-03-13,2024-07-03,2024-07-16,Completed,21600.0,0,UAH,Full,email,,,True,2024-07-26,False
ENR000320,STU000320,LEAD0000968,CRS0014,MGR0001,2024-02-04,COH00185,2024-03-13,2024-07-03,2024-07-06,Completed,18360.0,15,UAH,Full,google,,,True,2024-07-11,False
ENR000321,STU000321,LEAD0002422,CRS0005,MGR0005,2024-02-10,COH00052,2024-02-20,2024-04-02,,Dropped,20020.0,30,UAH,Full,meta,,,False,,False
ENR000322,STU000322,LEAD0002872,CRS0013,MGR0005,2024-02-13,COH00170,2024-02-26,2024-05-06,,Cancelled,22100.0,15,UAH,Full,referral,2024-03-15,Time constraints,False,,False
ENR000323,STU000323,LEAD0001581,CRS0005,MGR0003,2024-02-04,COH00052,2024-02-20,2024-04-02,2024-04-14,Completed,28600.0,0,UAH,Full,referral,,,True,2024-04-23,False
ENR000324,STU000324,LEAD0000450,CRS0008,MGR0002,2024-02-01,COH00091,2024-02-11,2024-03-03,,Dropped,0.0,0,USD,Free,meta,,,False,,False
ENR000325,STU000325,LEAD0001550,CRS0014,MGR0002,2024-02-05,COH00185,2024-03-13,2024-07-03,2024-07-10,Completed,15120.0,30,UAH,Installments,google,,,True,2024-07-13,False
ENR000326,STU000326,LEAD0001130,CRS0012,MGR0005,2024-02-08,COH00152,2024-02-14,2024-07-24,2024-07-21,Completed,15965.83,10,CZK,Installments,google,,,True,2024-07-31,False
ENR000327,STU000327,LEAD0000884,CRS0014,MGR0008,2024-02-09,COH00185,2024-03-13,2024-07-03,,Cancelled,17280.0,20,UAH,Full,meta,2024-03-21,Dissatisfied,False,,False
ENR000328,STU000328,LEAD0000264,CRS0015,MGR0008,2024-02-03,COH00198,2024-02-12,2024-03-04,2024-03-14,Completed,0.0,0,UAH,Free,meta,,,False,,False
ENR000329,STU000329,LEAD0001723,CRS0012,MGR0008,2024-02-09,COH00152,2024-02-14,2024-07-24,2024-08-06,Completed,32400.0,0,UAH,Installments,telegram,,,True,2024-08-09,False
ENR000330,STU000330,LEAD0000138,CRS0012,MGR0008,2024-02-04,COH00152,2024-02-14,2024-07-24,2024-07-24,Completed,30780.0,5,UAH,Full,instagram,,,True,2024-08-05,False
ENR000331,STU000331,LEAD0000963,CRS0008,MGR0003,2024-02-03,COH00091,2024-02-11,2024-03-03,2024-02-26,Completed,0.0,0,UAH,Free,google,,,False,,False
ENR000332,STU000332,LEAD0000579,CRS0012,MGR0008,2024-02-06,COH00152,2024-02-14,2024-07-24,2024-07-29,Completed,2799.11,10,PLN,Installments,referral,,,True,2024-08-04,False
ENR000333,STU000333,LEAD0002075,CRS0011,MGR0007,2024-02-09,COH00140,2024-03-11,2024-06-10,2024-06-21,Completed,2232.85,15,PLN,Installments,meta,,,True,2024-06-28,False
ENR000334,STU000334,LEAD0002969,CRS0008,MGR0008,2024-02-08,COH00091,2024-02-11,2024-03-03,,Dropped,0.0,0,PLN,Free,google,,,False,,False
ENR000335,STU000335,LEAD0001495,CRS0005,MGR0008,2024-02-08,COH00052,2024-02-20,2024-04-02,2024-04-10,Completed,22880.0,20,UAH,Installments,email,,,True,,False
ENR000336,STU000336,LEAD0001676,CRS0015,MGR0007,2024-02-08,COH00198,2024-02-12,2024-03-04,,Dropped,0.0,0,UAH,Free,meta,,,False,,False
ENR000337,STU000337,LEAD0000421,CRS0001,MGR0003,2024-02-06,COH00002,2024-03-13,2024-06-05,2024-06-17,Completed,33840.0,10,UAH,Installments,organic,,,True,2024-06-26,False
ENR000338,STU000338,LEAD0000890,CRS0001,MGR0005,2024-02-12,COH00002,2024-03-13,2024-06-05,,Dropped,37600.0,0,UAH,Full,telegram,,,False,,False
ENR000339,STU000339,LEAD0003176,CRS0011,MGR0006,2024-02-13,COH00140,2024-03-11,2024-06-10,2024-06-15,Completed,19250.0,30,UAH,Full,referral,,,True,2024-06-21,False
ENR000340,STU000340,LEAD0000509,CRS0008,MGR0004,2024-02-06,COH00091,2024-02-11,2024-03-03,,Dropped,0.0,0,PLN,Free,direct,,,False,,False
ENR000341,STU000341,LEAD0000867,CRS0005,MGR0006,2024-02-04,COH00052,2024-02-20,2024-04-02,2024-04-01,Completed,14369.45,10,CZK,Full,telegram,,,True,,False
ENR000342,STU000342,LEAD0002300,CRS0015,MGR0004,2024-02-05,COH00198,2024-02-12,2024-03-04,2024-03-16,Completed,0.0,0,UAH,Free,google,,,False,,False
ENR000343,STU000343,LEAD0000823,CRS0012,MGR0008,2024-02-11,COH00152,2024-02-14,2024-07-24,,Dropped,30780.0,5,UAH,Full,meta,,,False,,False
ENR000344,STU000344,LEAD0000583,CRS0014,MGR0008,2024-02-09,COH00185,2024-03-13,2024-07-03,2024-07-12,Completed,21600.0,0,UAH,Full,organic,,,True,2024-07-22,False
ENR000345,STU000345,LEAD0000387,CRS0005,MGR0002,2024-02-05,COH00052,2024-02-20,2024-04-02,2024-03-31,Completed,562.15,15,USD,Full,google,,,True,2024-04-14,False
ENR000346,STU000346,LEAD0000680,CRS0017,MGR0005,2024-02-02,COH00232,2024-03-23,2024-09-07,,Dropped,25110.0,10,UAH,Full,email,,,False,,False
ENR000347,STU000347,LEAD0001748,CRS0001,MGR0005,2024-02-06,COH00002,2024-03-13,2024-06-05,2024-05-29,Completed,3428.81,5,PLN,Installments,chatgpt.com,,,True,2024-05-31,False
ENR000348,STU000348,LEAD0000948,CRS0014,MGR0007,2024-02-06,COH00185,2024-03-13,2024-07-03,2024-07-05,Completed,501.86,0,USD,Full,meta,,,True,2024-07-23,False
ENR000349,STU000349,LEAD0001614,CRS0013,MGR0002,2024-02-08,COH00170,2024-02-26,2024-05-06,,Cancelled,26000.0,0,UAH,Full,telegram,2024-03-13,Dissatisfied,False,,False
ENR000350,STU000350,LEAD0002015,CRS0014,MGR0002,2024-02-14,COH00185,2024-03-13,2024-07-03,2024-06-29,Completed,526.62,0,USD,Installments,email,,,True,2024-07-17,False
ENR000351,STU000351,LEAD0002378,CRS0008,MGR0007,2024-02-10,COH00091,2024-02-11,2024-03-03,,Dropped,0.0,0,UAH,Free,telegram,,,False,,False
ENR000352,STU000352,LEAD0000108,CRS0015,MGR0003,2024-02-12,COH00199,2024-03-11,2024-04-01,,Dropped,0.0,0,UAH,Free,google,,,False,,False
ENR000353,STU000353,LEAD0003046,CRS0015,MGR0002,2024-02-07,COH00198,2024-02-12,2024-03-04,,Dropped,0.0,0,EUR,Free,email,,,False,,False
ENR000354,STU000354,LEAD0000205,CRS0006,MGR0004,2024-02-03,COH00067,2024-03-02,2024-05-11,2024-05-24,Completed,30480.0,20,UAH,Installments,email,,,True,2024-06-13,False
ENR000355,STU000355,LEAD0000836,CRS0008,MGR0008,2024-02-12,COH00092,2024-03-10,2024-03-31,2024-04-01,Completed,0.0,0,UAH,Free,dou,,,False,,False
ENR000356,STU000356,LEAD0000707,CRS0008,MGR0007,2024-02-16,COH00092,2024-03-10,2024-03-31,,Dropped,0.0,0,USD,Free,email,,,False,,False
ENR000357,STU000357,LEAD0002353,CRS0005,MGR0003,2024-02-05,COH00052,2024-02-20,2024-04-02,,Dropped,28600.0,0,UAH,Full,google,,,False,,False
ENR000358,STU000358,LEAD0002643,CRS0006,MGR0008,2024-02-14,COH00067,2024-03-02,2024-05-11,2024-05-23,Completed,16694.05,20,CZK,Installments,meta,,,True,2024-06-01,False
ENR000359,STU000359,LEAD0001738,CRS0008,MGR0008,2024-02-16,COH00092,2024-03-10,2024-03-31,,Dropped,0.0,0,UAH,Free,instagram,,,False,,False
ENR000360,STU000360,LEAD0002768,CRS0017,MGR0004,2024-02-10,COH00232,2024-03-23,2024-09-07,2024-09-01,Completed,27900.0,0,UAH,Full,email,,,True,2024-09-16,False
ENR000361,STU000361,LEAD0000222,CRS0015,MGR0002,2024-02-16,COH00199,2024-03-11,2024-04-01,2024-03-30,Completed,0.0,0,UAH,Free,google,,,False,,False
ENR000362,STU000362,LEAD0001385,CRS0015,MGR0006,2024-02-14,COH00199,2024-03-11,2024-04-01,,Dropped,0.0,0,CZK,Free,email,,,False,,False
ENR000363,STU000363,LEAD0001405,CRS0014,MGR0008,2024-02-09,COH00185,2024-03-13,2024-07-03,2024-07-05,Completed,9433.86,20,CZK,Full,email,,,True,,False
ENR000364,STU000364,LEAD0001739,CRS0013,MGR0002,2024-02-05,COH00170,2024-02-26,2024-05-06,,Dropped,19500.0,25,UAH,Full,perplexity,,,False,,False
ENR000365,STU000365,LEAD0003256,CRS0007,MGR0004,2024-02-14,COH00080,2024-03-12,2024-09-17,2024-09-26,Completed,29470.0,30,UAH,Installments,meta,,,True,2024-10-07,False
ENR000366,STU000366,LEAD0000827,CRS0017,MGR0002,2024-02-13,COH00232,2024-03-23,2024-09-07,,Cancelled,20925.0,25,UAH,Installments,google,2024-03-01,Dissatisfied,False,,False
ENR000367,STU000367,LEAD0000218,CRS0008,MGR0003,2024-02-04,COH00091,2024-02-11,2024-03-03,,Dropped,0.0,0,UAH,Free,meta,,,False,,False
ENR000368,STU000368,LEAD0000206,CRS0010,MGR0007,2024-02-03,COH00127,2024-03-06,2024-09-25,2024-09-28,Completed,646.38,0,USD,Installments,referral,,,True,2024-10-16,False
ENR000369,STU000369,LEAD0000248,CRS0002,MGR0002,2024-02-14,COH00015,2024-02-29,2024-05-02,,Dropped,29440.0,20,UAH,Installments,meta,,,False,,False
ENR000370,STU000370,LEAD0000434,CRS0002,MGR0007,2024-02-03,COH00015,2024-02-29,2024-05-02,2024-04-25,Completed,846.5,0,USD,Installments,google,,,True,2024-04-30,False
ENR000371,STU000371,LEAD0003110,CRS0008,MGR0003,2024-02-06,COH00091,2024-02-11,2024-03-03,,Dropped,0.0,0,UAH,Free,email,,,False,,False
ENR000372,STU000372,LEAD0001527,CRS0008,MGR0005,2024-02-08,COH00091,2024-02-11,2024-03-03,,Dropped,0.0,0,UAH,Free,instagram,,,False,,False
ENR000373,STU000373,LEAD0001278,CRS0011,MGR0008,2024-02-07,COH00140,2024-03-11,2024-06-10,,Dropped,20625.0,25,UAH,Full,referral,,,False,,False
ENR000374,STU000374,LEAD0003244,CRS0015,MGR0008,2024-02-04,COH00198,2024-02-12,2024-03-04,2024-03-15,Completed,0.0,0,UAH,Free,email,,,False,,False
ENR000375,STU000375,LEAD0000670,CRS0005,MGR0002,2024-02-16,COH00052,2024-02-20,2024-04-02,2024-03-30,Completed,20020.0,30,UAH,Full,organic,,,True,2024-04-01,False
ENR000376,STU000376,LEAD0002026,CRS0013,MGR0002,2024-02-13,COH00170,2024-02-26,2024-05-06,2024-05-05,Completed,467.96,25,USD,Full,direct,,,True,2024-05-08,False
ENR000377,STU000377,LEAD0001666,CRS0008,MGR0002,2024-02-15,COH00092,2024-03-10,2024-03-31,2024-04-06,Completed,0.0,0,UAH,Free,meta,,,False,,False
ENR000378,STU000378,LEAD0000278,CRS0015,MGR0007,2024-02-11,COH00198,2024-02-12,2024-03-04,,Dropped,0.0,0,USD,Free,email,,,False,,False
ENR000379,STU000379,LEAD0003128,CRS0008,MGR0008,2024-02-04,COH00091,2024-02-11,2024-03-03,,Dropped,0.0,0,UAH,Free,meta,,,False,,False
ENR000380,STU000380,LEAD0002270,CRS0012,MGR0004,2024-02-15,COH00153,2024-03-27,2024-09-04,,Dropped,25920.0,20,UAH,Full,referral,,,False,,False
ENR000381,STU000381,LEAD0000375,CRS0010,MGR0008,2024-02-08,COH00127,2024-03-06,2024-09-25,,Dropped,484.22,25,EUR,Full,meta,,,False,,False
ENR000382,STU000382,LEAD0000380,CRS0001,MGR0005,2024-02-13,COH00002,2024-03-13,2024-06-05,,Dropped,30080.0,20,UAH,Installments,email,,,False,,False
ENR000383,STU000383,LEAD0002882,CRS0006,MGR0004,2024-02-07,COH00067,2024-03-02,2024-05-11,2024-05-20,Completed,26670.0,30,UAH,Installments,meta,,,True,2024-05-21,False
ENR000384,STU000384,LEAD0001786,CRS0012,MGR0002,2024-02-16,COH00153,2024-03-27,2024-09-04,2024-09-15,Completed,2169.55,30,PLN,Installments,meta,,,True,2024-09-29,False
ENR000385,STU000385,LEAD0000801,CRS0008,MGR0008,2024-02-06,COH00091,2024-02-11,2024-03-03,,Dropped,0.0,0,UAH,Free,google,,,False,,False
ENR000386,STU000386,LEAD0001752,CRS0008,MGR0008,2024-02-16,COH00092,2024-03-10,2024-03-31,,Dropped,0.0,0,UAH,Free,meta,,,False,,False
ENR000387,STU000387,LEAD0000464,CRS0015,MGR0008,2024-02-16,COH00199,2024-03-11,2024-04-01,2024-04-03,Completed,0.0,0,UAH,Free,meta,,,False,,False
ENR000388,STU000388,LEAD0000800,CRS0017,MGR0004,2024-02-16,COH00232,2024-03-23,2024-09-07,,Cancelled,26505.0,5,UAH,Installments,referral,2024-03-06,Changed goals,False,,False
ENR000389,STU000389,LEAD0003232,CRS0005,MGR0008,2024-02-04,COH00052,2024-02-20,2024-04-02,,Cancelled,28600.0,0,UAH,Full,meta,2024-04-02,Time constraints,False,,False
ENR000390,STU000390,LEAD0002759,CRS0008,MGR0002,2024-02-10,COH00091,2024-02-11,2024-03-03,2024-03-04,Completed,0.0,0,CZK,Free,referral,,,False,,False
ENR000391,STU000391,LEAD0000641,CRS0007,MGR0002,2024-02-10,COH00080,2024-03-12,2024-09-17,2024-09-15,Completed,3799.64,5,PLN,Installments,direct,,,True,2024-09-25,False
ENR000392,STU000392,LEAD0000737,CRS0011,MGR0002,2024-02-11,COH00140,2024-03-11,2024-06-10,,Dropped,27500.0,0,UAH,Full,google,,,False,,False
ENR000393,STU000393,LEAD0001334,CRS0014,MGR0002,2024-02-13,COH00185,2024-03-13,2024-07-03,2024-07-15,Completed,494.75,0,EUR,Full,meta,,,True,2024-07-16,False
ENR000394,STU000394,LEAD0002846,CRS0008,MGR0003,2024-02-18,COH00092,2024-03-10,2024-03-31,2024-04-05,Completed,0.0,0,UAH,Free,email,,,False,,False
ENR000395,STU000395,LEAD0003268,CRS0012,MGR0002,2024-02-11,COH00152,2024-02-14,2024-07-24,,Dropped,32400.0,0,UAH,Full,meta,,,False,,False
ENR000396,STU000396,LEAD0002953,CRS0011,MGR0007,2024-02-09,COH00140,2024-03-11,2024-06-10,,Cancelled,2626.88,0,PLN,Full,google,2024-02-13,Time constraints,False,,False
ENR000397,STU000397,LEAD0003374,CRS0007,MGR0002,2024-02-11,COH00080,2024-03-12,2024-09-17,2024-09-17,Completed,4032.26,0,PLN,Full,google,,,True,2024-09-23,False
ENR000398,STU000398,LEAD0002121,CRS0012,MGR0008,2024-02-08,COH00152,2024-02-14,2024-07-24,2024-07-31,Completed,27540.0,15,UAH,Full,meta,,,True,2024-08-13,False
ENR000399,STU000399,LEAD0003276,CRS0015,MGR0004,2024-02-06,COH00198,2024-02-12,2024-03-04,,Dropped,0.0,0,UAH,Free,email,,,False,,False
ENR000400,STU000400,LEAD0002634,CRS0005,MGR0002,2024-02-11,COH00052,2024-02-20,2024-04-02,,Dropped,28600.0,0,UAH,Full,google,,,False,,False
ENR000401,STU000401,LEAD0001513,CRS0002,MGR0008,2024-02-08,COH00015,2024-02-29,2024-05-02,,Dropped,2639.03,25,PLN,Installments,meta,,,False,,False
ENR000402,STU000402,LEAD0000794,CRS0008,MGR0006,2024-02-14,COH00092,2024-03-10,2024-03-31,,Dropped,0.0,0,USD,Free,instagram,,,False,,False
ENR000403,STU000403,LEAD0001265,CRS0005,MGR0007,2024-02-13,COH00052,2024-02-20,2024-04-02,,Cancelled,2727.21,0,PLN,Installments,google,2024-03-02,Job change,False,,False
ENR000404,STU000404,LEAD0001025,CRS0015,MGR0002,2024-02-17,COH00199,2024-03-11,2024-04-01,,Dropped,0.0,0,EUR,Free,organic,,,False,,False
ENR000405,STU000405,LEAD0002757,CRS0013,MGR0008,2024-02-07,COH00170,2024-02-26,2024-05-06,2024-05-01,Completed,19500.0,25,UAH,Full,telegram,,,True,2024-05-02,False
ENR000406,STU000406,LEAD0003292,CRS0008,MGR0002,2024-02-07,COH00091,2024-02-11,2024-03-03,,Dropped,0.0,0,UAH,Free,organic,,,False,,False
ENR000407,STU000407,LEAD0002628,CRS0012,MGR0003,2024-02-14,COH00153,2024-03-27,2024-09-04,2024-09-11,Completed,32400.0,0,UAH,Full,google,,,True,,False
ENR000408,STU000408,LEAD0001292,CRS0001,MGR0006,2024-02-06,COH00002,2024-03-13,2024-06-05,2024-05-30,Completed,37600.0,0,UAH,Installments,instagram,,,True,2024-06-10,False
ENR000409,STU000409,LEAD0000345,CRS0015,MGR0006,2024-02-06,COH00198,2024-02-12,2024-03-04,2024-03-16,Completed,0.0,0,UAH,Free,telegram,,,False,,False
ENR000410,STU000410,LEAD0002582,CRS0006,MGR0002,2024-02-19,COH00067,2024-03-02,2024-05-11,,Dropped,30480.0,20,UAH,Full,google,,,False,,False
ENR000411,STU000411,LEAD0003402,CRS0002,MGR0006,2024-02-18,COH00015,2024-02-29,2024-05-02,,Cancelled,29440.0,20,UAH,Installments,perplexity,2024-02-22,Financial,False,,False
ENR000412,STU000412,LEAD0002966,CRS0015,MGR0005,2024-02-13,COH00199,2024-03-11,2024-04-01,,Dropped,0.0,0,UAH,Free,telegram,,,False,,False
ENR000413,STU000413,LEAD0000460,CRS0014,MGR0002,2024-02-06,COH00185,2024-03-13,2024-07-03,2024-07-11,Completed,490.97,0,EUR,Full,telegram,,,True,2024-07-28,False
ENR000414,STU000414,LEAD0000699,CRS0015,MGR0007,2024-02-10,COH00198,2024-02-12,2024-03-04,2024-03-15,Completed,0.0,0,EUR,Free,referral,,,False,,False
ENR000415,STU000415,LEAD0002979,CRS0012,MGR0008,2024-02-17,COH00153,2024-03-27,2024-09-04,2024-09-06,Completed,32400.0,0,UAH,Full,instagram,,,True,2024-09-25,False
ENR000416,STU000416,LEAD0001785,CRS0017,MGR0005,2024-02-12,COH00232,2024-03-23,2024-09-07,,Dropped,27900.0,0,UAH,Full,google,,,False,,False
ENR000417,STU000417,LEAD0001502,CRS0015,MGR0004,2024-02-07,COH00198,2024-02-12,2024-03-04,,Dropped,0.0,0,UAH,Free,meta,,,False,,False
ENR000418,STU000418,LEAD0001910,CRS0001,MGR0007,2024-02-10,COH00002,2024-03-13,2024-06-05,,Cancelled,35720.0,5,UAH,Full,instagram,2024-02-20,Changed goals,False,,False
ENR000419,STU000419,LEAD0001176,CRS0015,MGR0004,2024-02-10,COH00198,2024-02-12,2024-03-04,2024-03-17,Completed,0.0,0,UAH,Free,google,,,False,,False
ENR000420,STU000420,LEAD0000732,CRS0008,MGR0004,2024-02-17,COH00092,2024-03-10,2024-03-31,,Dropped,0.0,0,UAH,Free,organic,,,False,,False
ENR000421,STU000421,LEAD0001855,CRS0015,MGR0005,2024-02-10,COH00198,2024-02-12,2024-03-04,2024-03-10,Completed,0.0,0,UAH,Free,chatgpt.com,,,False,,False
ENR000422,STU000422,LEAD0002798,CRS0005,MGR0008,2024-02-10,COH00052,2024-02-20,2024-04-02,,Cancelled,28600.0,0,UAH,Full,meta,2024-03-05,Job change,False,,False
ENR000423,STU000423,LEAD0000855,CRS0015,MGR0007,2024-02-08,COH00198,2024-02-12,2024-03-04,,Dropped,0.0,0,USD,Free,google,,,False,,False
ENR000424,STU000424,LEAD0001828,CRS0013,MGR0004,2024-02-13,COH00170,2024-02-26,2024-05-06,,Cancelled,22100.0,15,UAH,Full,instagram,2024-04-02,Job change,False,,False
ENR000425,STU000425,LEAD0001963,CRS0008,MGR0003,2024-02-15,COH00092,2024-03-10,2024-03-31,2024-03-30,Completed,0.0,0,UAH,Free,instagram,,,False,,False
ENR000426,STU000426,LEAD0000350,CRS0002,MGR0008,2024-02-14,COH00015,2024-02-29,2024-05-02,2024-04-25,Completed,36800.0,0,UAH,Installments,google,,,True,2024-05-04,False
ENR000427,STU000427,LEAD0001127,CRS0015,MGR0004,2024-02-17,COH00199,2024-03-11,2024-04-01,,Dropped,0.0,0,EUR,Free,google,,,False,,False
ENR000428,STU000428,LEAD0000227,CRS0015,MGR0004,2024-02-15,COH00199,2024-03-11,2024-04-01,2024-03-26,Completed,0.0,0,UAH,Free,google,,,False,,False
ENR000429,STU000429,LEAD0001456,CRS0015,MGR0006,2024-02-08,COH00198,2024-02-12,2024-03-04,,Dropped,0.0,0,EUR,Free,meta,,,False,,False
ENR000430,STU000430,LEAD0000650,CRS0015,MGR0004,2024-02-08,COH00198,2024-02-12,2024-03-04,,Dropped,0.0,0,EUR,Free,organic,,,False,,False
ENR000431,STU000431,LEAD0002134,CRS0005,MGR0002,2024-02-16,COH00052,2024-02-20,2024-04-02,2024-04-05,Completed,28600.0,0,UAH,Installments,instagram,,,True,2024-04-21,False
ENR000432,STU000432,LEAD0002574,CRS0017,MGR0008,2024-02-14,COH00232,2024-03-23,2024-09-07,2024-09-07,Completed,23715.0,15,UAH,Installments,telegram,,,True,2024-09-12,False
ENR000433,STU000433,LEAD0003030,CRS0015,MGR0008,2024-02-10,COH00198,2024-02-12,2024-03-04,,Dropped,0.0,0,UAH,Free,direct,,,False,,False
ENR000434,STU000434,LEAD0000513,CRS0012,MGR0007,2024-02-18,COH00153,2024-03-27,2024-09-04,,Dropped,785.49,0,USD,Installments,google,,,False,,False
ENR000435,STU000435,LEAD0002810,CRS0012,MGR0002,2024-02-20,COH00153,2024-03-27,2024-09-04,2024-09-13,Completed,32400.0,0,UAH,Full,referral,,,True,2024-09-14,False
ENR000436,STU000436,LEAD0000348,CRS0001,MGR0008,2024-02-10,COH00002,2024-03-13,2024-06-05,2024-06-01,Completed,2500.48,30,PLN,Installments,google,,,True,2024-06-12,False
ENR000437,STU000437,LEAD0001672,CRS0011,MGR0005,2024-02-15,COH00140,2024-03-11,2024-06-10,2024-06-18,Completed,27500.0,0,UAH,Full,telegram,,,True,2024-06-30,False
ENR000438,STU000438,LEAD0001068,CRS0002,MGR0007,2024-02-07,COH00015,2024-02-29,2024-05-02,,Cancelled,25760.0,30,UAH,Installments,direct,2024-02-29,Job change,False,,False
ENR000439,STU000439,LEAD0001220,CRS0015,MGR0003,2024-02-14,COH00199,2024-03-11,2024-04-01,,Dropped,0.0,0,EUR,Free,direct,,,False,,False
ENR000440,STU000440,LEAD0001797,CRS0002,MGR0007,2024-02-16,COH00015,2024-02-29,2024-05-02,2024-05-14,Completed,803.31,10,USD,Installments,organic,,,True,2024-05-25,False
ENR000441,STU000441,LEAD0002308,CRS0017,MGR0003,2024-02-14,COH00232,2024-03-23,2024-09-07,2024-09-07,Completed,27900.0,0,UAH,Full,google,,,True,2024-09-13,False
ENR000442,STU000442,LEAD0000689,CRS0010,MGR0008,2024-02-12,COH00127,2024-03-06,2024-09-25,,Dropped,540.3,20,USD,Installments,email,,,False,,False
ENR000443,STU000443,LEAD0000259,CRS0011,MGR0002,2024-02-12,COH00140,2024-03-11,2024-06-10,,Dropped,595.98,5,EUR,Full,meta,,,False,,False
ENR000444,STU000444,LEAD0003226,CRS0015,MGR0007,2024-02-15,COH00199,2024-03-11,2024-04-01,,Dropped,0.0,0,USD,Free,email,,,False,,False
ENR000445,STU000445,LEAD0002236,CRS0014,MGR0003,2024-02-10,COH00185,2024-03-13,2024-07-03,2024-07-03,Completed,21600.0,0,UAH,Full,google,,,True,2024-07-22,False
ENR000446,STU000446,LEAD0001563,CRS0006,MGR0008,2024-02-09,COH00067,2024-03-02,2024-05-11,2024-05-16,Completed,38100.0,0,UAH,Installments,direct,,,True,2024-05-31,False
ENR000447,STU000447,LEAD0003443,CRS0014,MGR0007,2024-02-13,COH00185,2024-03-13,2024-07-03,2024-07-12,Completed,21600.0,0,UAH,Installments,google,,,True,2024-07-13,False
ENR000448,STU000448,LEAD0002316,CRS0015,MGR0007,2024-02-13,COH00199,2024-03-11,2024-04-01,2024-04-14,Completed,0.0,0,USD,Free,organic,,,False,,False
ENR000449,STU000449,LEAD0001989,CRS0012,MGR0004,2024-02-16,COH00153,2024-03-27,2024-09-04,2024-08-29,Completed,22680.0,30,UAH,Full,google,,,True,2024-09-10,False
ENR000450,STU000450,LEAD0002896,CRS0001,MGR0002,2024-02-14,COH00002,2024-03-13,2024-06-05,2024-06-01,Completed,20593.71,0,CZK,Installments,organic,,,True,2024-06-14,False
ENR000451,STU000451,LEAD0003536,CRS0013,MGR0003,2024-02-09,COH00170,2024-02-26,2024-05-06,2024-05-13,Completed,26000.0,0,UAH,Full,meta,,,True,2024-05-28,False
ENR000452,STU000452,LEAD0002824,CRS0001,MGR0003,2024-02-14,COH00002,2024-03-13,2024-06-05,,Dropped,31960.0,15,UAH,Installments,email,,,False,,False
ENR000453,STU000453,LEAD0001450,CRS0002,MGR0004,2024-02-15,COH00015,2024-02-29,2024-05-02,,Dropped,36800.0,0,UAH,Installments,google,,,False,,False
ENR000454,STU000454,LEAD0001086,CRS0005,MGR0004,2024-02-09,COH00052,2024-02-20,2024-04-02,,Dropped,28600.0,0,UAH,Full,email,,,False,,False
ENR000455,STU000455,LEAD0000057,CRS0007,MGR0001,2024-02-13,COH00080,2024-03-12,2024-09-17,2024-09-13,Completed,31575.0,25,UAH,Installments,google,,,True,,False
ENR000456,STU000456,LEAD0000094,CRS0014,MGR0007,2024-02-18,COH00185,2024-03-13,2024-07-03,,Cancelled,2081.35,0,PLN,Installments,organic,2024-03-08,Dissatisfied,False,,False
ENR000457,STU000457,LEAD0001178,CRS0005,MGR0003,2024-02-07,COH00052,2024-02-20,2024-04-02,2024-04-13,Completed,656.5,0,EUR,Full,google,,,True,2024-04-22,False
ENR000458,STU000458,LEAD0002673,CRS0008,MGR0002,2024-02-13,COH00092,2024-03-10,2024-03-31,,Dropped,0.0,0,UAH,Free,meta,,,False,,False
ENR000459,STU000459,LEAD0003154,CRS0012,MGR0006,2024-02-19,COH00153,2024-03-27,2024-09-04,2024-09-14,Completed,24300.0,25,UAH,Full,telegram,,,True,2024-09-26,False
ENR000460,STU000460,LEAD0001058,CRS0001,MGR0004,2024-02-12,COH00002,2024-03-13,2024-06-05,,Dropped,31960.0,15,UAH,Full,meta,,,False,,False
ENR000461,STU000461,LEAD0002307,CRS0006,MGR0004,2024-02-19,COH00067,2024-03-02,2024-05-11,2024-05-15,Completed,32385.0,15,UAH,Full,meta,,,True,2024-05-23,False
ENR000462,STU000462,LEAD0002157,CRS0012,MGR0002,2024-02-12,COH00152,2024-02-14,2024-07-24,2024-08-04,Completed,32400.0,0,UAH,Installments,email,,,True,2024-08-06,False
ENR000463,STU000463,LEAD0002377,CRS0008,MGR0004,2024-02-20,COH00092,2024-03-10,2024-03-31,2024-03-30,Completed,0.0,0,EUR,Free,google,,,False,,False
ENR000464,STU000464,LEAD0001685,CRS0006,MGR0002,2024-02-19,COH00067,2024-03-02,2024-05-11,,Dropped,30480.0,20,UAH,Installments,instagram,,,False,,False
ENR000465,STU000465,LEAD0000743,CRS0012,MGR0006,2024-02-15,COH00153,2024-03-27,2024-09-04,2024-09-12,Completed,3104.91,0,PLN,Full,organic,,,True,2024-10-02,False
ENR000466,STU000466,LEAD0001356,CRS0012,MGR0004,2024-02-19,COH00153,2024-03-27,2024-09-04,2024-09-04,Completed,3087.24,0,PLN,Full,google,,,True,2024-09-13,False
