PaymentID,LeadID,StudentID,EnrollmentID,ManagerID,CourseID,PaymentDate,PaymentType,InstallmentNumber,InstallmentCount,GrossAmount,DiscountAmount,RefundAmount,ProcessingFee,NetAmount,Currency,ExchangeRateToBase,GrossAmountBase,NetAmountBase,PaymentMethod,PaymentProvider,PaymentStatus,RefundDate,RefundReason,InvoiceNumber,IsTestPayment,CurrencyNormalized,RefundStatusIsInconsistent,InvoiceNumberNormalized,InvoiceNumberIsMalformed,IsFinancialKPIEligible,FXRateApplied,FXRateSource
PAY0005627,LEAD0017903,STU004205,ENR004280,MGR0004,CRS0005,2024-10-16,Full,1,1,28600.0,0.0,0.0,549.71,28050.29,UAH,1.0,28600.0,28050.29,Card,PrivatBank,Completed,,,INV-2024-005627,False,UAH,False,INV-2024-005627,False,True,1.0,ExchangeRates Exact Lookup
PAY0005628,LEAD0016052,STU004206,ENR004281,MGR0003,CRS0014,2024-10-22,Installment,1,4,5400.0,540.0,0.0,85.62,4774.38,UAH,1.0,5400.0,4774.38,Card,PrivatBank,Completed,,,INV-2024-005628,False,UAH,False,INV-2024-005628,False,True,1.0,ExchangeRates Exact Lookup
PAY0005629,LEAD0016052,STU004206,ENR004281,MGR0003,CRS0014,2024-11-16,Installment,2,4,5400.0,540.0,0.0,139.17,4720.83,UAH,1.0,5400.0,4720.83,Card,PrivatBank,Completed,,,INV-2024-005629,False,UAH,False,INV-2024-005629,False,True,1.0,ExchangeRates Exact Lookup
PAY0005630,LEAD0016052,STU004206,ENR004281,MGR0003,CRS0014,2024-12-20,Installment,3,4,5400.0,540.0,0.0,138.67,4721.33,UAH,1.0,5400.0,4721.33,Card,PrivatBank,Completed,,,INV-2024-005630,False,UAH,False,INV-2024-005630,False,True,1.0,ExchangeRates Exact Lookup
PAY0005631,LEAD0016052,STU004206,ENR004281,MGR0003,CRS0014,2025-01-16,Installment,4,4,5400.0,540.0,0.0,88.49,4771.51,UAH,1.0,5400.0,4771.51,Card,PrivatBank,Completed,,,INV-2025-005631,False,UAH,False,INV-2025-005631,False,True,1.0,ExchangeRates Exact Lookup
PAY0005632,LEAD0015465,STU004208,ENR004283,MGR0007,CRS0007,2024-10-25,Full,1,1,42100.0,4210.0,0.0,1086.93,36803.07,UAH,1.0,42100.0,36803.07,Wise,Wise,Completed,,,INV-2024-005632,False,UAH,False,INV-2024-005632,False,True,1.0,ExchangeRates Exact Lookup
PAY0005633,LEAD0017483,STU004209,ENR004284,MGR0004,CRS0006,2024-10-16,Full,1,1,3622.81,0.0,0.0,85.49,3537.32,PLN,10.6249,38491.99,37583.67,Crypto,Wise,Completed,,,INV-2024-005633,False,PLN,False,INV-2024-005633,False,True,10.6249,ExchangeRates Exact Lookup
PAY0005634,LEAD0016678,STU004210,ENR004285,MGR0004,CRS0010,2024-10-24,Installment,1,4,7025.0,351.25,0.0,198.67,6475.08,UAH,1.0,7025.0,6475.08,Card,Monobank,Completed,,,INV-2024-005634,False,UAH,False,INV-2024-005634,False,True,1.0,ExchangeRates Exact Lookup
PAY0005635,LEAD0016678,STU004210,ENR004285,MGR0004,CRS0010,2024-11-24,Installment,2,4,7025.0,351.25,0.0,161.38,6512.37,UAH,1.0,7025.0,6512.37,Card,Monobank,Completed,,,INV-2024-005635,False,UAH,False,INV-2024-005635,False,True,1.0,ExchangeRates Exact Lookup
PAY0005636,LEAD0016678,STU004210,ENR004285,MGR0004,CRS0010,2024-12-25,Installment,3,4,7025.0,351.25,0.0,82.05,6591.7,UAH,1.0,7025.0,6591.7,Card,Monobank,Completed,,,INV-2024-005636,False,UAH,False,INV-2024-005636,False,True,1.0,ExchangeRates Exact Lookup
PAY0005637,LEAD0016678,STU004210,ENR004285,MGR0004,CRS0010,2025-01-23,Installment,4,4,7025.0,351.25,0.0,125.01,6548.74,UAH,1.0,7025.0,6548.74,Card,Monobank,Completed,,,INV-2025-005637,False,UAH,False,INV-2025-005637,False,True,1.0,ExchangeRates Exact Lookup
PAY0005638,LEAD0015385,STU004211,ENR004286,MGR0006,CRS0017,2024-10-25,Full,1,1,27900.0,2790.0,25110.0,665.58,-665.58,UAH,1.0,27900.0,-665.58,Crypto,WayForPay,Refunded,2024-11-06,Changed mind,INV-2024-005638,False,UAH,False,INV-2024-005638,False,True,1.0,ExchangeRates Exact Lookup
PAY0005639,LEAD0016041,STU004213,ENR004288,MGR0004,CRS0002,2024-10-21,Installment,1,2,18400.0,2760.0,0.0,240.68,15399.32,UAH,1.0,18400.0,15399.32,Card,Wise,Completed,,,INV-2024-005639,False,UAH,False,INV-2024-005639,False,True,1.0,ExchangeRates Exact Lookup
PAY0005640,LEAD0016041,STU004213,ENR004288,MGR0004,CRS0002,2024-11-22,Installment,2,2,18400.0,2760.0,0.0,244.2,15395.8,UAH,1.0,18400.0,15395.8,Card,Wise,Completed,,,INV-2024-005640,False,UAH,False,INV-2024-005640,False,True,1.0,ExchangeRates Exact Lookup
PAY0005641,LEAD0017540,STU003737,ENR004289,MGR0003,CRS0004,2024-10-27,Full,1,1,808.52,0.0,0.0,9.75,798.77,PLN,10.658,8617.21,8513.29,Card,USDT,Completed,,,INV-2024-005641,False,PLN,False,INV-2024-005641,False,True,10.658,ExchangeRates Exact Lookup
PAY0005642,LEAD0015527,STU004214,ENR004290,MGR0004,CRS0016,2024-10-29,Installment,1,2,14600.0,4380.0,0.0,271.21,9948.79,UAH,1.0,14600.0,9948.79,Card,USDT,Completed,,,INV-2024-005642,False,UAH,False,INV-2024-005642,False,True,1.0,ExchangeRates Exact Lookup
PAY0005643,LEAD0015527,STU004214,ENR004290,MGR0004,CRS0016,2024-11-25,Installment,2,2,14600.0,4380.0,0.0,271.23,9948.77,UAH,1.0,14600.0,9948.77,Card,USDT,Completed,,,INV-2024-005643,False,UAH,False,INV-2024-005643,False,True,1.0,ExchangeRates Exact Lookup
PAY0005644,LEAD0015652,STU004215,ENR004291,MGR0004,CRS0010,2024-10-22,Installment,1,4,7025.0,0.0,0.0,89.18,6935.82,UAH,1.0,7025.0,6935.82,Wise,Monobank,Completed,,,INV-2024-005644,False,UAH,False,INV-2024-005644,False,True,1.0,ExchangeRates Exact Lookup
PAY0005645,LEAD0015652,STU004215,ENR004291,MGR0004,CRS0010,2024-11-21,Installment,2,4,7025.0,0.0,0.0,148.8,6876.2,UAH,1.0,7025.0,6876.2,Wise,Monobank,Completed,,,INV-2024-005645,False,UAH,False,INV-2024-005645,False,True,1.0,ExchangeRates Exact Lookup
PAY0005646,LEAD0015652,STU004215,ENR004291,MGR0004,CRS0010,2024-12-21,Installment,3,4,7025.0,0.0,0.0,132.98,6892.02,UAH,1.0,7025.0,6892.02,Wise,Monobank,Completed,,,INV-2024-005646,False,UAH,False,INV-2024-005646,False,True,1.0,ExchangeRates Exact Lookup
PAY0005647,LEAD0015652,STU004215,ENR004291,MGR0004,CRS0010,2025-01-20,Installment,4,4,7025.0,0.0,0.0,170.83,6854.17,UAH,1.0,7025.0,6854.17,Wise,Monobank,Completed,,,INV-2025-005647,False,UAH,False,INV-2025-005647,False,True,1.0,ExchangeRates Exact Lookup
PAY0005648,LEAD0016357,STU004216,ENR004292,MGR0005,CRS0017,2024-10-21,Full,1,1,626.85,31.34,595.51,11.79,-11.79,EUR,44.5083,27900.03,-524.75,Card,Wise,Refunded,2025-01-06,Duplicate charge,INV-2024-005648,False,EUR,False,INV-2024-005648,False,True,44.5083,ExchangeRates Exact Lookup
PAY0005649,LEAD0017325,STU000274,ENR004294,MGR0007,CRS0014,2024-10-27,Full,1,1,2006.86,0.0,0.0,43.46,1963.4,PLN,10.658,21389.11,20925.92,Wise,Wise,Completed,,,INV-2024-005649,False,PLN,False,INV-2024-005649,False,True,10.658,ExchangeRates Exact Lookup
PAY0005650,LEAD0016533,STU004218,ENR004295,MGR0003,CRS0005,2024-10-25,Full,1,1,28600.0,0.0,0.0,703.45,27896.55,UAH,1.0,28600.0,27896.55,Card,Monobank,Completed,,,INV-2024-005650,False,UAH,False,INV-2024-005650,False,True,1.0,ExchangeRates Exact Lookup
PAY0005651,LEAD0018058,STU004219,ENR004296,MGR0004,CRS0012,2024-10-23,Installment,1,3,10800.0,1080.0,0.0,198.39,9521.61,UAH,1.0,10800.0,9521.61,Crypto,WayForPay,Completed,,,INV-2024-005651,False,UAH,False,INV-2024-005651,False,True,1.0,ExchangeRates Exact Lookup
PAY0005652,LEAD0018058,STU004219,ENR004296,MGR0004,CRS0012,2024-11-23,Installment,2,3,10800.0,1080.0,0.0,229.5,9490.5,UAH,1.0,10800.0,9490.5,Crypto,WayForPay,Completed,,,INV-2024-005652,False,UAH,False,INV-2024-005652,False,True,1.0,ExchangeRates Exact Lookup
PAY0005653,LEAD0018058,STU004219,ENR004296,MGR0004,CRS0012,2024-12-23,Installment,3,3,10800.0,1080.0,0.0,241.25,9478.75,UAH,1.0,10800.0,9478.75,Crypto,WayForPay,Completed,,,INV-2024-005653,False,UAH,False,INV-2024-005653,False,True,1.0,ExchangeRates Exact Lookup
PAY0005654,LEAD0017529,STU004220,ENR004297,MGR0003,CRS0016,2024-10-22,Installment,1,4,187.2,0.0,0.0,2.41,184.79,USD,40.5657,7593.9,7496.14,Card,Wise,Completed,,,INV-2024-005654,False,USD,False,INV-2024-005654,False,True,40.5657,ExchangeRates Exact Lookup
PAY0005655,LEAD0017529,STU004220,ENR004297,MGR0003,CRS0016,2024-11-17,Installment,2,4,187.2,0.0,0.0,4.95,182.25,USD,40.6133,7602.81,7401.77,Card,Wise,Completed,,,INV-2024-005655,False,USD,False,INV-2024-005655,False,True,40.6133,ExchangeRates Exact Lookup
PAY0005656,LEAD0017529,STU004220,ENR004297,MGR0003,CRS0016,2024-12-20,Installment,3,4,187.2,0.0,0.0,3.78,183.42,USD,41.0363,7682.0,7526.88,Card,Wise,Completed,,,INV-2024-005656,False,USD,False,INV-2024-005656,False,True,41.0363,ExchangeRates Exact Lookup
PAY0005657,LEAD0017529,STU004220,ENR004297,MGR0003,CRS0016,2025-01-14,Installment,4,4,187.2,0.0,0.0,2.6,184.6,USD,39.9347,7475.78,7371.95,Card,Wise,Completed,,,INV-2025-005657,False,USD,False,INV-2025-005657,False,True,39.9347,ExchangeRates Exact Lookup
PAY0005658,LEAD0017956,STU004221,ENR004298,MGR0003,CRS0001,2024-10-28,Installment,1,2,18800.0,3760.0,0.0,327.61,14712.39,UAH,1.0,18800.0,14712.39,Card,WayForPay,Completed,,,INV-2024-005658,False,UAH,False,INV-2024-005658,False,True,1.0,ExchangeRates Exact Lookup
PAY0005659,LEAD0017956,STU004221,ENR004298,MGR0003,CRS0001,2024-11-28,Installment,2,2,18800.0,3760.0,0.0,341.85,14698.15,UAH,1.0,18800.0,14698.15,Card,WayForPay,Completed,,,INV-2024-005659,False,UAH,False,INV-2024-005659,False,True,1.0,ExchangeRates Exact Lookup
PAY0005660,LEAD0017038,STU004223,ENR004300,MGR0003,CRS0014,2024-10-16,Full,1,1,21600.0,4320.0,0.0,286.31,16993.69,UAH,1.0,21600.0,16993.69,Card,USDT,Completed,,,INV-2024-005660,False,UAH,False,INV-2024-005660,False,True,1.0,ExchangeRates Exact Lookup
PAY0005661,LEAD0017970,STU004224,ENR004301,MGR0003,CRS0005,2024-11-01,Full,1,1,638.06,0.0,0.0,12.15,625.91,EUR,45.4972,29029.94,28477.15,BankTransfer,Wise,Completed,,,INV-2024-005661,False,EUR,False,INV-2024-005661,False,True,45.4972,ExchangeRates Exact Lookup
PAY0005662,LEAD0016301,STU004228,ENR004305,MGR0007,CRS0005,2024-10-24,Full,1,1,28600.0,0.0,0.0,456.52,28143.48,UAH,1.0,28600.0,28143.48,Crypto,PrivatBank,Completed,,,INV-2024-005662,False,UAH,False,INV-2024-005662,False,True,1.0,ExchangeRates Exact Lookup
PAY0005663,LEAD0015748,STU004230,ENR004307,MGR0006,CRS0014,2024-10-27,Full,1,1,21600.0,0.0,0.0,0.0,21600.0,UAH,1.0,21600.0,21600.0,Card,WayForPay,Canceled,,,INV-2024-005663,False,UAH,False,INV-2024-005663,False,False,1.0,ExchangeRates Exact Lookup
PAY0005664,LEAD0018105,STU003092,ENR004309,MGR0003,CRS0010,2024-11-02,Full,1,1,2636.52,131.83,0.0,74.66,2430.03,PLN,10.7605,28370.27,26148.34,BankTransfer,Monobank,Completed,,,INV-2024-005664,False,PLN,False,INV-2024-005664,False,True,10.7605,ExchangeRates Exact Lookup
PAY0005665,LEAD0018041,STU004232,ENR004310,MGR0004,CRS0002,2024-10-26,Full,1,1,36800.0,0.0,0.0,0.0,36800.0,UAH,1.0,36800.0,36800.0,BankTransfer,PrivatBank,Canceled,,,INV-2024-005665,False,UAH,False,INV-2024-005665,False,False,1.0,ExchangeRates Exact Lookup
PAY0005666,LEAD0016099,STU004235,ENR004313,MGR0004,CRS0001,2024-10-26,Full,1,1,37600.0,9400.0,28200.0,352.74,-352.74,UAH,1.0,37600.0,-352.74,Card,USDT,Refunded,2024-12-21,Changed mind,INV-2024-005666,False,UAH,False,INV-2024-005666,False,True,1.0,ExchangeRates Exact Lookup
PAY0005667,LEAD0016851,STU004236,ENR004314,MGR0001,CRS0017,2024-10-15,Full,1,1,27900.0,4185.0,0.0,655.83,23059.17,UAH,1.0,27900.0,23059.17,Card,Monobank,Completed,,,INV-2024-005667,False,UAH,False,INV-2024-005667,False,True,1.0,ExchangeRates Exact Lookup
PAY0005668,LEAD0016056,STU004237,ENR004315,MGR0004,CRS0011,2024-11-02,Installment,1,4,6875.0,0.0,0.0,129.49,6745.51,UAH,1.0,6875.0,6745.51,BankTransfer,USDT,Completed,,,INV-2024-005668,False,UAH,False,INV-2024-005668,False,True,1.0,ExchangeRates Exact Lookup
PAY0005669,LEAD0016056,STU004237,ENR004315,MGR0004,CRS0011,2024-11-29,Installment,2,4,6875.0,0.0,0.0,89.51,6785.49,UAH,1.0,6875.0,6785.49,BankTransfer,USDT,Completed,,,INV-2024-005669,False,UAH,False,INV-2024-005669,False,True,1.0,ExchangeRates Exact Lookup
PAY0005670,LEAD0016056,STU004237,ENR004315,MGR0004,CRS0011,2025-01-01,Installment,3,4,6875.0,0.0,0.0,128.96,6746.04,UAH,1.0,6875.0,6746.04,BankTransfer,USDT,Completed,,,INV-2025-005670,False,UAH,False,INV-2025-005670,False,True,1.0,ExchangeRates Exact Lookup
PAY0005671,LEAD0016056,STU004237,ENR004315,MGR0004,CRS0011,2025-01-27,Installment,4,4,6875.0,0.0,0.0,206.03,6668.97,UAH,1.0,6875.0,6668.97,BankTransfer,USDT,Completed,,,INV-2025-005671,False,UAH,False,INV-2025-005671,False,True,1.0,ExchangeRates Exact Lookup
PAY0005672,LEAD0016862,STU004238,ENR004316,MGR0004,CRS0006,2024-11-01,Installment,1,4,9525.0,476.25,0.0,230.43,8818.32,UAH,1.0,9525.0,8818.32,Card,Monobank,Completed,,,INV-INV-005672,False,UAH,False,INV-INV-005672,True,True,1.0,ExchangeRates Exact Lookup
PAY0005673,LEAD0016862,STU004238,ENR004316,MGR0004,CRS0006,2024-11-30,Installment,2,4,9525.0,476.25,0.0,216.41,8832.34,UAH,1.0,9525.0,8832.34,Card,Monobank,Completed,,,INV-2024-005673,False,UAH,False,INV-2024-005673,False,True,1.0,ExchangeRates Exact Lookup
PAY0005674,LEAD0016862,STU004238,ENR004316,MGR0004,CRS0006,2024-12-26,Installment,3,4,9525.0,476.25,0.0,204.21,8844.54,UAH,1.0,9525.0,8844.54,Card,Monobank,Completed,,,INV-2024-005674,False,UAH,False,INV-2024-005674,False,True,1.0,ExchangeRates Exact Lookup
PAY0005675,LEAD0016862,STU004238,ENR004316,MGR0004,CRS0006,2025-01-28,Installment,4,4,9525.0,476.25,0.0,139.57,8909.18,UAH,1.0,9525.0,8909.18,Card,Monobank,Completed,,,INV-2025-005675,False,UAH,False,INV-2025-005675,False,True,1.0,ExchangeRates Exact Lookup
PAY0005676,LEAD0017100,STU004239,ENR004317,MGR0007,CRS0001,2024-10-26,Installment,1,4,5366.83,536.68,0.0,92.62,4737.53,CZK,1.7515,9400.0,8297.78,Wise,USDT,Completed,,,INV-2024-005676,False,CZK,False,INV-2024-005676,False,True,1.7515,ExchangeRates Exact Lookup
PAY0005677,LEAD0017100,STU004239,ENR004317,MGR0007,CRS0001,2024-11-26,Installment,2,4,5366.83,536.68,0.0,108.13,4722.02,CZK,1.8198,9766.56,8593.13,Wise,USDT,Completed,,,INV-2024-005677,False,CZK,False,INV-2024-005677,False,True,1.8198,ExchangeRates Exact Lookup
PAY0005678,LEAD0017100,STU004239,ENR004317,MGR0007,CRS0001,2024-12-28,Installment,3,4,5366.83,536.68,0.0,113.11,4717.04,CZK,1.8803,10091.25,8869.45,Wise,USDT,Completed,,,INV-2024-005678,False,CZK,False,INV-2024-005678,False,True,1.8803,ExchangeRates Exact Lookup
PAY0005679,LEAD0017100,STU004239,ENR004317,MGR0007,CRS0001,2025-01-25,Installment,4,4,5366.83,536.68,0.0,123.11,4707.04,CZK,1.8764,10070.32,8832.29,Wise,USDT,Completed,,,INV-2025-005679,False,CZK,False,INV-2025-005679,False,True,1.8764,ExchangeRates Exact Lookup
PAY0005680,LEAD0016795,STU004241,ENR004319,MGR0004,CRS0003,2024-10-19,Installment,1,3,17466.67,2620.0,0.0,311.71,14534.96,UAH,1.0,17466.67,14534.96,Card,PrivatBank,Completed,,,INV-,False,UAH,False,INV-,True,True,1.0,ExchangeRates Exact Lookup
PAY0005681,LEAD0016795,STU004241,ENR004319,MGR0004,CRS0003,2024-11-22,Installment,2,3,17466.67,2620.0,0.0,368.35,14478.32,UAH,1.0,17466.67,14478.32,Card,PrivatBank,Completed,,,INV-2024-005681,False,UAH,False,INV-2024-005681,False,True,1.0,ExchangeRates Exact Lookup
PAY0005682,LEAD0016795,STU004241,ENR004319,MGR0004,CRS0003,2024-12-17,Installment,3,3,17466.67,2620.0,0.0,352.3,14494.37,UAH,1.0,17466.67,14494.37,Card,PrivatBank,Completed,,,INV-2024-005682,False,UAH,False,INV-2024-005682,False,True,1.0,ExchangeRates Exact Lookup
PAY0005683,LEAD0016094,STU004244,ENR004322,MGR0006,CRS0017,2024-10-25,Full,1,1,27900.0,6975.0,0.0,540.13,20384.87,UAH,1.0,27900.0,20384.87,Wise,PrivatBank,Completed,,,INV-2024-005683,False,UAH,False,INV-2024-005683,False,True,1.0,ExchangeRates Exact Lookup
PAY0005684,LEAD0016971,STU004245,ENR004323,MGR0007,CRS0005,2024-10-17,Installment,1,2,8142.58,407.13,0.0,227.86,7507.59,CZK,1.7595,14326.87,13209.6,Card,USDT,Completed,,,INV-2024-005684,False,CZK,False,INV-2024-005684,False,True,1.7595,ExchangeRates Exact Lookup
PAY0005685,LEAD0016971,STU004245,ENR004323,MGR0007,CRS0005,2024-11-21,Installment,2,2,8142.58,407.13,0.0,129.08,7606.37,CZK,1.7843,14528.81,13572.05,Card,USDT,Completed,,,INV-2024-005685,False,CZK,False,INV-2024-005685,False,True,1.7843,ExchangeRates Exact Lookup
PAY0005686,LEAD0016732,STU004246,ENR004324,MGR0003,CRS0011,2024-10-31,Full,1,1,684.32,68.43,615.89,9.76,-9.76,USD,40.8945,27984.92,-399.13,Card,Wise,Refunded,2025-01-20,Changed mind,INV-2024-005686,False,USD,False,INV-2024-005686,False,True,40.8945,ExchangeRates Exact Lookup
PAY0005687,LEAD0017250,STU004247,ENR004325,MGR0003,CRS0002,2024-10-30,Full,1,1,36800.0,11040.0,25760.0,399.05,-399.05,UAH,1.0,36800.0,-399.05,Wise,PrivatBank,Refunded,2024-11-11,Technical issue,INV-2024-005687,False,UAH,False,INV-2024-005687,False,True,1.0,ExchangeRates Exact Lookup
PAY0005688,LEAD0017611,STU004248,ENR004326,MGR0003,CRS0017,2024-10-29,Installment,1,6,4650.0,1162.5,0.0,74.14,3413.36,UAH,1.0,4650.0,3413.36,Crypto,PrivatBank,Completed,,,INV-2024-005688,False,UAH,False,INV-2024-005688,False,True,1.0,ExchangeRates Exact Lookup
PAY0005689,LEAD0017611,STU004248,ENR004326,MGR0003,CRS0017,2024-12-01,Installment,2,6,4650.0,1162.5,0.0,103.17,3384.33,UAH,1.0,4650.0,3384.33,Crypto,PrivatBank,Completed,,,INV-2024-005689,False,UAH,False,INV-2024-005689,False,True,1.0,ExchangeRates Exact Lookup
PAY0005690,LEAD0017611,STU004248,ENR004326,MGR0003,CRS0017,2024-12-31,Installment,3,6,4650.0,1162.5,0.0,93.78,3393.72,UAH,1.0,4650.0,3393.72,Crypto,PrivatBank,Completed,,,INV-2024-005690,False,UAH,False,INV-2024-005690,False,True,1.0,ExchangeRates Exact Lookup
PAY0005691,LEAD0017611,STU004248,ENR004326,MGR0003,CRS0017,2025-01-26,Installment,4,6,4650.0,1162.5,0.0,59.7,3427.8,UAH,1.0,4650.0,3427.8,Crypto,PrivatBank,Completed,,,INV-2025-005691,False,UAH,False,INV-2025-005691,False,True,1.0,ExchangeRates Exact Lookup
PAY0005692,LEAD0017611,STU004248,ENR004326,MGR0003,CRS0017,2025-03-01,Installment,5,6,4650.0,1162.5,0.0,89.64,3397.86,UAH,1.0,4650.0,3397.86,Crypto,PrivatBank,Completed,,,INV-2025-005692,False,UAH,False,INV-2025-005692,False,True,1.0,ExchangeRates Exact Lookup
PAY0005693,LEAD0017611,STU004248,ENR004326,MGR0003,CRS0017,2025-03-28,Installment,6,6,4650.0,1162.5,0.0,86.42,3401.08,UAH,1.0,4650.0,3401.08,Crypto,PrivatBank,Completed,,,INV-2025-005693,False,UAH,False,INV-2025-005693,False,True,1.0,ExchangeRates Exact Lookup
PAY0005694,LEAD0018490,STU004251,ENR004329,MGR0003,CRS0004,2024-10-22,Installment,1,2,4350.0,652.5,0.0,87.77,3609.73,UAH,1.0,4350.0,3609.73,Card,WayForPay,Completed,,,INV-2024-005694,False,UAH,False,INV-2024-005694,False,True,1.0,ExchangeRates Exact Lookup
PAY0005695,LEAD0018490,STU004251,ENR004329,MGR0003,CRS0004,2024-11-21,Installment,2,2,4350.0,652.5,0.0,58.37,3639.13,UAH,1.0,4350.0,3639.13,Card,WayForPay,Completed,,,INV-2024-005695,False,UAH,False,INV-2024-005695,False,True,1.0,ExchangeRates Exact Lookup
PAY0005696,LEAD0016118,STU004252,ENR004330,MGR0003,CRS0014,2024-10-26,Full,1,1,485.99,48.6,0.0,0.0,437.39,EUR,44.8995,21820.71,19638.59,Crypto,Monobank,Pending,,,INV-2024-005696,False,EUR,False,INV-2024-005696,False,False,44.8995,ExchangeRates Exact Lookup
PAY0005697,LEAD0015505,STU004254,ENR004332,MGR0005,CRS0004,2024-10-31,Full,1,1,8700.0,2610.0,0.0,93.09,5996.91,UAH,1.0,8700.0,5996.91,Crypto,WayForPay,Completed,,,INV-2024-005697,False,UAH,False,INV-2024-005697,False,True,1.0,ExchangeRates Exact Lookup
PAY0005698,LEAD0017991,STU004256,ENR004334,MGR0004,CRS0003,2024-10-29,Installment,1,3,389.02,38.9,0.0,0.0,350.12,EUR,45.438,17676.29,15908.75,Card,Wise,Canceled,,,INV-2024-005698,False,EUR,False,INV-2024-005698,False,False,45.438,ExchangeRates Exact Lookup
PAY0005699,LEAD0017991,STU004256,ENR004334,MGR0004,CRS0003,2024-11-28,Installment,2,3,389.02,38.9,0.0,0.0,350.12,EUR,45.47,17688.74,15919.96,Card,Wise,Canceled,,,INV-2024-005699,False,EUR,False,INV-2024-005699,False,False,45.47,ExchangeRates Exact Lookup
PAY0005700,LEAD0017991,STU004256,ENR004334,MGR0004,CRS0003,2024-12-29,Installment,3,3,389.02,38.9,0.0,0.0,350.12,EUR,45.7175,17785.02,16006.61,Card,Wise,Canceled,,,INV-2024-005700,False,EUR,False,INV-2024-005700,False,False,45.7175,ExchangeRates Exact Lookup
PAY0005701,LEAD0018100,STU004258,ENR004336,MGR0007,CRS0005,2024-10-27,Full,1,1,642.58,128.52,0.0,9.24,504.82,EUR,44.6417,28685.86,22536.02,Wise,Monobank,Completed,,,INV-2024-005701,False,EUR,False,INV-2024-005701,False,True,44.6417,ExchangeRates Exact Lookup
PAY0005702,LEAD0017793,STU002271,ENR004339,MGR0004,CRS0001,2024-10-31,Installment,1,3,309.17,92.75,0.0,3.12,213.3,USD,40.8945,12643.35,8722.8,Crypto,USDT,Completed,,,INV-2024-005702,False,USD,False,INV-2024-005702,False,True,40.8945,ExchangeRates Exact Lookup
PAY0005703,LEAD0017793,STU002271,ENR004339,MGR0004,CRS0001,2024-11-28,Installment,2,3,309.17,92.75,0.0,3.28,213.14,USD,40.2152,12433.33,8571.47,Crypto,USDT,Completed,,,INV-2024-005703,False,USD,False,INV-2024-005703,False,True,40.2152,ExchangeRates Exact Lookup
PAY0005704,LEAD0017793,STU002271,ENR004339,MGR0004,CRS0001,2025-01-01,Installment,3,3,309.17,92.75,0.0,5.19,211.23,USD,40.7436,12596.7,8606.27,Crypto,USDT,Completed,,,INV-2025-005704,False,USD,False,INV-2025-005704,False,True,40.7436,ExchangeRates Exact Lookup
PAY0005705,LEAD0016156,STU004261,ENR004340,MGR0007,CRS0002,2024-10-23,Installment,1,2,1719.5,515.85,0.0,0.0,1203.65,PLN,10.7362,18460.9,12922.63,Card,USDT,Failed,,,INV-2024-005705,False,PLN,False,INV-2024-005705,False,False,10.7362,ExchangeRates Exact Lookup
PAY0005706,LEAD0016156,STU004261,ENR004340,MGR0007,CRS0002,2024-11-21,Installment,2,2,1719.5,515.85,0.0,0.0,1203.65,PLN,10.4826,18024.83,12617.38,Card,USDT,Failed,,,INV-2024-005706,False,PLN,False,INV-2024-005706,False,False,10.4826,ExchangeRates Exact Lookup
PAY0005707,LEAD0017888,STU004263,ENR004342,MGR0004,CRS0010,2024-10-24,Installment,1,3,9366.67,468.33,0.0,247.14,8651.2,UAH,1.0,9366.67,8651.2,BankTransfer,Monobank,Completed,,,INV-2024-005707,False,UAH,False,INV-2024-005707,False,True,1.0,ExchangeRates Exact Lookup
PAY0005708,LEAD0017888,STU004263,ENR004342,MGR0004,CRS0010,2024-11-22,Installment,2,3,9366.67,468.33,0.0,260.27,8638.07,UAH,1.0,9366.67,8638.07,BankTransfer,Monobank,Completed,,,INV-2024-005708,False,UAH,False,INV-2024-005708,False,True,1.0,ExchangeRates Exact Lookup
PAY0005709,LEAD0017888,STU004263,ENR004342,MGR0004,CRS0010,2024-12-23,Installment,3,3,9366.67,468.33,0.0,237.48,8660.86,UAH,1.0,9366.67,8660.86,BankTransfer,Monobank,Completed,,,INV-2024-005709,False,UAH,False,INV-2024-005709,False,True,1.0,ExchangeRates Exact Lookup
PAY0005710,LEAD0016406,STU004265,ENR004344,MGR0003,CRS0004,2024-10-19,Full,1,1,8700.0,870.0,0.0,107.66,7722.34,UAH,1.0,8700.0,7722.34,Card,WayForPay,Completed,,,INV-2024-005710,False,UAH,False,INV-2024-005710,False,True,1.0,ExchangeRates Exact Lookup
PAY0005711,LEAD0017858,STU004266,ENR004345,MGR0005,CRS0006,2024-10-30,Installment,1,3,12700.0,0.0,0.0,316.72,12383.28,UAH,1.0,12700.0,12383.28,Card,Wise,Completed,,,INV-2024-005711,False,UAH,False,INV-2024-005711,False,True,1.0,ExchangeRates Exact Lookup
PAY0005712,LEAD0017858,STU004266,ENR004345,MGR0005,CRS0006,2024-11-30,Installment,2,3,12700.0,0.0,0.0,310.1,12389.9,UAH,1.0,12700.0,12389.9,Card,Wise,Completed,,,INV-2024-005712,False,UAH,False,INV-2024-005712,False,True,1.0,ExchangeRates Exact Lookup
PAY0005713,LEAD0017858,STU004266,ENR004345,MGR0005,CRS0006,2024-12-30,Installment,3,3,12700.0,0.0,0.0,251.61,12448.39,UAH,1.0,12700.0,12448.39,Card,Wise,Completed,,,INV-2024-005713,False,UAH,False,INV-2024-005713,False,True,1.0,ExchangeRates Exact Lookup
