ActivityID,ActivityWeek,StudentID,EnrollmentID,CourseID,Logins,ActiveDays,LessonsViewed,LessonsCompleted,HomeworkAssigned,HomeworkSubmitted,HomeworkAccepted,QuizAttempts,AverageQuizScore,VideoMinutesWatched,LiveLessonsAttended,QuestionsAsked,MentorMessages,PlatformHours,LastActivityAt,HomeworkConsistencyFlag,LastActivityAtAnomalyFlag,MissingWeeksBefore,ActivityGapBeforeFlag
ACT00011259,2024-06-17,STU001198,ENR001204,CRS0011,7.0,5,3.0,2,1,1,1,3,57.5,114.0,0,2,3,5.4,2024-06-18 13:37:35,False,False,0,False
ACT00011261,2024-07-01,STU001198,ENR001204,CRS0011,6.0,4,3.0,2,1,1,1,3,56.2,187.0,0,3,5,6.1,2024-07-06 08:01:42,False,False,1,True
ACT00011262,2024-07-08,STU001198,ENR001204,CRS0011,5.0,3,4.0,4,2,1,1,2,64.4,102.0,1,0,4,8.3,2024-07-10 18:26:18,False,False,0,False
ACT00011263,2024-07-15,STU001198,ENR001204,CRS0011,6.0,4,2.0,2,2,2,1,2,54.7,145.0,2,2,4,5.7,2024-07-19 09:01:42,False,False,0,False
ACT00011264,2024-07-22,STU001198,ENR001204,CRS0011,6.0,4,3.0,2,3,1,1,2,40.3,137.0,1,3,3,3.1,2024-07-23 01:06:39,False,False,0,False
ACT00011265,2024-07-29,STU001198,ENR001204,CRS0011,7.0,6,3.0,3,1,1,1,2,48.4,127.0,1,2,3,6.5,2024-08-01 22:10:42,False,False,0,False
ACT00011266,2024-08-05,STU001198,ENR001204,CRS0011,8.0,5,2.0,1,3,3,3,3,48.4,157.0,0,2,3,3.3,2024-08-08 21:42:58,False,False,0,False
ACT00011267,2024-04-08,STU001199,ENR001205,CRS0015,4.0,4,2.0,2,3,3,2,1,77.2,79.0,0,2,7,0.8,2024-04-10 09:38:59,False,False,0,False
ACT00011268,2024-04-15,STU001199,ENR001205,CRS0015,5.0,4,2.0,2,1,1,1,2,81.2,114.0,1,2,4,5.0,2024-04-16 07:16:19,False,False,0,False
ACT00011269,2024-04-22,STU001199,ENR001205,CRS0015,7.0,2,2.0,2,2,1,1,2,76.5,159.0,2,1,0,3.6,2024-04-24 20:58:01,False,False,0,False
ACT00011270,2024-05-08,STU001200,ENR001206,CRS0014,9.0,7,4.0,3,1,1,1,4,76.1,179.0,3,3,4,9.4,2024-05-11 08:48:42,False,False,0,False
ACT00011271,2024-05-15,STU001200,ENR001206,CRS0014,10.0,7,2.0,1,2,1,1,3,64.9,142.0,2,3,3,7.9,2024-05-20 06:07:23,False,False,0,False
ACT00011272,2024-05-22,STU001200,ENR001206,CRS0014,4.0,7,3.0,3,2,1,1,3,50.7,200.0,1,2,6,12.0,2024-05-25 07:39:42,False,False,0,False
ACT00011273,2024-05-29,STU001200,ENR001206,CRS0014,8.0,6,3.0,2,1,0,0,5,75.1,252.0,1,3,2,12.7,2024-06-02 03:53:06,False,False,0,False
ACT00011274,2024-06-05,STU001200,ENR001206,CRS0014,8.0,7,3.0,2,2,1,1,5,56.0,176.0,2,4,5,12.3,2024-06-09 16:16:00,False,False,0,False
ACT00011275,2024-06-12,STU001200,ENR001206,CRS0014,10.0,6,3.0,2,2,2,1,4,54.1,199.0,2,0,3,10.0,2024-06-12 18:59:58,False,False,0,False
ACT00011276,2024-06-19,STU001200,ENR001206,CRS0014,9.0,7,3.0,2,1,1,1,3,74.3,176.0,2,4,5,10.1,2024-06-23 12:59:55,False,False,0,False
ACT00011277,2024-06-26,STU001200,ENR001206,CRS0014,6.0,5,2.0,2,2,2,1,2,44.2,192.0,1,3,4,10.4,2024-06-27 23:59:21,False,False,0,False
ACT00011278,2024-07-03,STU001200,ENR001206,CRS0014,10.0,7,5.0,5,2,1,1,3,74.4,191.0,2,3,3,9.1,2024-07-06 03:11:24,False,False,0,False
ACT00011279,2024-07-10,STU001200,ENR001206,CRS0014,10.0,6,2.0,2,3,2,2,5,70.5,209.0,0,5,4,8.7,2024-07-12 21:38:31,False,False,0,False
ACT00011280,2024-07-17,STU001200,ENR001206,CRS0014,10.0,7,1.0,1,1,1,1,1,79.2,186.0,0,2,2,5.0,2024-07-20 13:32:42,False,False,0,False
ACT00011281,2024-07-24,STU001200,ENR001206,CRS0014,6.0,6,4.0,2,1,1,1,2,42.7,211.0,2,4,4,8.4,2024-07-30 02:57:58,False,False,0,False
ACT00011282,2024-07-31,STU001200,ENR001206,CRS0014,7.0,5,2.0,2,1,1,1,4,43.8,213.0,1,2,2,6.9,2024-08-02 11:49:06,False,False,0,False
ACT00011283,2024-08-07,STU001200,ENR001206,CRS0014,11.0,7,2.0,1,1,1,1,3,87.7,190.0,2,3,0,6.2,2024-08-12 15:11:44,False,False,0,False
ACT00011284,2024-08-14,STU001200,ENR001206,CRS0014,9.0,5,4.0,3,2,1,1,4,96.4,147.0,1,2,5,5.7,2024-08-16 19:17:45,False,False,0,False
ACT00011285,2024-08-21,STU001200,ENR001206,CRS0014,8.0,6,3.0,2,2,1,1,4,80.1,152.0,0,2,2,5.1,2024-08-21 15:17:39,False,False,0,False
ACT00011286,2024-04-08,STU001201,ENR001207,CRS0015,7.0,5,3.0,3,2,1,1,3,55.2,203.0,1,2,3,7.0,2024-04-09 23:17:39,False,False,0,False
ACT00011287,2024-04-15,STU001201,ENR001207,CRS0015,7.0,7,3.0,2,2,1,1,4,51.5,214.0,2,2,2,6.9,2024-04-17 11:16:55,False,False,0,False
ACT00011288,2024-04-22,STU001201,ENR001207,CRS0015,10.0,7,2.0,2,2,1,1,3,68.0,202.0,2,4,3,7.1,2024-04-24 19:57:46,False,False,0,False
ACT00011289,2024-04-11,STU001202,ENR001208,CRS0002,8.0,7,6.0,4,2,1,1,4,44.5,225.0,2,4,4,6.7,2024-04-11 21:43:09,False,False,0,False
ACT00011290,2024-04-18,STU001202,ENR001208,CRS0002,5.0,7,4.0,4,2,2,1,2,78.2,204.0,2,1,2,8.7,2024-04-20 18:11:55,False,False,0,False
ACT00011291,2024-04-25,STU001202,ENR001208,CRS0002,10.0,7,4.0,3,2,2,2,3,89.6,167.0,3,2,3,6.8,2024-04-29 17:48:02,False,False,0,False
ACT00011292,2024-05-02,STU001202,ENR001208,CRS0002,10.0,7,6.0,5,2,2,2,4,54.6,108.0,2,3,4,9.9,2024-05-04 06:39:13,False,False,0,False
ACT00011293,2024-05-09,STU001202,ENR001208,CRS0002,8.0,6,4.0,3,1,1,1,3,82.5,162.0,3,2,4,5.5,2024-05-13 12:27:18,False,False,0,False
ACT00011294,2024-05-16,STU001202,ENR001208,CRS0002,11.0,6,4.0,3,1,0,0,3,87.8,187.0,2,2,4,5.3,2024-05-21 08:19:57,False,False,0,False
ACT00011295,2024-05-23,STU001202,ENR001208,CRS0002,9.0,7,5.0,4,3,2,1,3,97.1,233.0,0,3,4,7.5,2024-05-27 03:18:28,False,False,0,False
ACT00011296,2024-05-30,STU001202,ENR001208,CRS0002,9.0,4,4.0,3,2,1,1,2,85.7,208.0,2,3,1,5.4,2024-06-01 07:22:12,False,False,0,False
ACT00011297,2024-06-06,STU001202,ENR001208,CRS0002,8.0,6,5.0,4,2,1,1,3,,199.0,2,3,3,8.6,2024-06-06 20:51:45,False,False,0,False
ACT00011298,2024-03-27,STU001203,ENR001209,CRS0012,9.0,4,2.0,1,1,1,1,2,56.8,142.0,1,0,1,7.0,2024-04-02 06:41:43,False,False,0,False
ACT00011299,2024-04-03,STU001203,ENR001209,CRS0012,3.0,3,3.0,3,3,3,3,2,49.5,94.0,1,0,0,2.6,2024-04-06 04:12:07,False,False,0,False
ACT00011300,2024-04-10,STU001203,ENR001209,CRS0012,5.0,2,0.0,0,2,1,1,3,42.5,151.0,0,1,1,4.7,2026-08-02 16:08:17,False,True,0,False
ACT00011301,2024-04-17,STU001203,ENR001209,CRS0012,1.0,3,1.0,1,3,1,1,1,60.9,131.0,1,1,3,0.2,2024-04-22 09:12:44,False,False,0,False
ACT00011302,2024-04-24,STU001203,ENR001209,CRS0012,0.0,2,0.0,0,2,1,1,0,0.0,19.0,1,1,0,1.4,2024-04-29 06:04:34,False,False,0,False
ACT00011303,2024-05-01,STU001203,ENR001209,CRS0012,2.0,3,2.0,1,2,1,1,0,0.0,72.0,2,0,1,3.2,2024-05-04 10:27:57,False,False,0,False
ACT00011304,2024-05-08,STU001203,ENR001209,CRS0012,2.0,3,1.0,1,1,1,1,2,53.0,133.0,0,1,3,4.7,2024-05-14 02:51:27,False,False,0,False
ACT00011305,2024-05-15,STU001203,ENR001209,CRS0012,3.0,4,1.0,1,2,1,1,1,31.2,52.0,0,0,5,5.8,2024-05-17 12:33:30,False,False,0,False
ACT00011306,2024-05-22,STU001203,ENR001209,CRS0012,1.0,3,0.0,0,1,1,1,3,48.3,84.0,1,2,0,2.0,2024-05-23 09:29:58,False,False,0,False
ACT00011307,2024-05-29,STU001203,ENR001209,CRS0012,0.0,0,1.0,1,1,0,0,0,0.0,24.0,2,0,0,4.4,2024-06-03 16:53:06,False,False,0,False
ACT00011308,2024-06-05,STU001203,ENR001209,CRS0012,1.0,2,0.0,0,1,0,0,2,68.6,30.0,0,1,1,0.7,2024-06-10 06:04:44,False,False,0,False
ACT00011309,2024-06-12,STU001203,ENR001209,CRS0012,2.0,2,1.0,1,1,0,0,3,48.4,61.0,1,1,0,2.3,2024-06-18 03:26:59,False,False,0,False
ACT00011310,2024-06-19,STU001203,ENR001209,CRS0012,3.0,2,2.0,1,2,1,1,0,0.0,69.0,2,2,1,0.6,2024-06-24 09:13:22,False,False,0,False
ACT00011311,2024-06-26,STU001203,ENR001209,CRS0012,1.0,2,2.0,1,2,1,1,0,0.0,28.0,0,1,2,4.4,2024-07-02 18:16:14,False,False,0,False
ACT00011312,2024-07-03,STU001203,ENR001209,CRS0012,1.0,4,0.0,0,3,1,1,1,69.1,24.0,1,1,0,2.2,2024-07-09 02:47:27,False,False,0,False
ACT00011313,2024-07-10,STU001203,ENR001209,CRS0012,4.0,2,3.0,3,1,0,0,0,0.0,32.0,0,0,1,0.0,2024-07-10 23:07:42,False,False,0,False
ACT00011314,2024-07-17,STU001203,ENR001209,CRS0012,4.0,4,1.0,1,2,0,0,2,67.0,65.0,1,1,1,2.5,2024-07-20 09:45:58,False,False,0,False
ACT00011315,2024-07-24,STU001203,ENR001209,CRS0012,0.0,2,0.0,0,3,1,1,1,53.0,117.0,0,0,3,1.2,2024-07-25 12:51:46,False,False,0,False
ACT00011316,2024-07-31,STU001203,ENR001209,CRS0012,1.0,0,2.0,1,3,1,1,0,0.0,7.0,0,0,1,0.0,2024-08-01 21:05:52,False,False,0,False
ACT00011317,2024-08-07,STU001203,ENR001209,CRS0012,1.0,1,1.0,1,3,1,1,0,0.0,54.0,1,0,4,1.7,2024-08-12 00:58:55,False,False,0,False
ACT00011318,2024-08-14,STU001203,ENR001209,CRS0012,0.0,0,2.0,2,3,1,1,2,50.8,1.0,1,1,1,0.0,2024-08-16 10:51:50,False,False,0,False
ACT00011319,2024-08-21,STU001203,ENR001209,CRS0012,0.0,0,0.0,0,2,0,0,0,0.0,0.0,1,0,2,1.1,2024-08-26 14:45:56,False,False,0,False
ACT00011320,2024-08-28,STU001203,ENR001209,CRS0012,1.0,0,0.0,0,2,0,0,0,0.0,47.0,0,1,1,0.0,2024-09-03 14:58:04,False,False,0,False
ACT00011321,2024-05-01,STU001204,ENR001210,CRS0010,10.0,6,4.0,2,2,1,1,3,46.4,119.0,2,2,4,4.5,2024-05-03 17:55:31,False,False,0,False
ACT00011322,2024-05-08,STU001204,ENR001210,CRS0010,4.0,2,3.0,2,3,3,2,4,45.8,154.0,0,3,0,5.4,2024-05-10 02:39:12,False,False,0,False
ACT00011323,2024-05-15,STU001204,ENR001210,CRS0010,6.0,4,2.0,1,2,2,2,1,72.7,62.0,1,3,4,2.2,2024-05-20 21:48:39,False,False,0,False
ACT00011324,2024-05-22,STU001204,ENR001210,CRS0010,8.0,4,4.0,3,3,1,1,2,84.9,22.0,0,1,3,7.9,2024-05-24 18:36:42,False,False,0,False
ACT00011325,2024-05-29,STU001204,ENR001210,CRS0010,4.0,6,2.0,1,3,1,1,4,55.3,118.0,2,2,1,5.8,2024-06-02 14:54:00,False,False,0,False
ACT00011326,2024-06-05,STU001204,ENR001210,CRS0010,7.0,7,2.0,2,1,0,0,2,80.6,149.0,0,0,1,7.6,2024-06-09 11:23:32,False,False,0,False
ACT00011327,2024-06-12,STU001204,ENR001210,CRS0010,9.0,5,1.0,1,3,2,1,2,84.9,50.0,1,1,1,2.2,2024-06-13 04:12:56,False,False,0,False
ACT00011328,2024-06-19,STU001204,ENR001210,CRS0010,6.0,4,3.0,2,2,1,1,1,63.2,42.0,2,0,3,0.0,2024-06-23 06:26:55,False,False,0,False
ACT00011329,2024-06-26,STU001204,ENR001210,CRS0010,6.0,6,2.0,2,1,1,1,4,56.3,88.0,2,2,2,4.0,2024-06-28 06:01:42,False,False,0,False
ACT00011330,2024-07-03,STU001204,ENR001210,CRS0010,0.0,3,3.0,3,2,1,1,0,0.0,44.0,0,1,1,0.1,2024-07-08 02:59:57,False,False,0,False
ACT00011331,2024-07-10,STU001204,ENR001210,CRS0010,5.0,4,2.0,1,1,0,0,0,0.0,94.0,2,1,2,3.4,2024-07-16 08:36:52,False,False,0,False
ACT00011332,2024-07-17,STU001204,ENR001210,CRS0010,10.0,4,1.0,1,1,1,1,2,67.3,52.0,0,2,0,3.4,2024-07-22 22:30:00,False,False,0,False
ACT00011333,2024-07-24,STU001204,ENR001210,CRS0010,1.0,2,1.0,1,2,2,1,0,0.0,81.0,1,1,2,5.1,2024-07-26 21:09:58,False,False,0,False
ACT00011334,2024-07-31,STU001204,ENR001210,CRS0010,2.0,2,2.0,1,3,2,1,0,0.0,76.0,1,1,0,7.1,2024-08-04 12:02:15,False,False,0,False
ACT00011335,2024-08-07,STU001204,ENR001210,CRS0010,5.0,4,2.0,1,2,1,1,3,40.5,56.0,0,0,2,5.7,2024-08-12 22:58:51,False,False,0,False
ACT00011336,2024-08-14,STU001204,ENR001210,CRS0010,4.0,3,1.0,1,3,2,2,3,59.1,107.0,1,0,2,3.9,2024-08-18 22:25:21,False,False,0,False
ACT00011337,2024-08-21,STU001204,ENR001210,CRS0010,1.0,3,2.0,2,1,0,0,0,0.0,92.0,0,0,3,0.0,2024-08-24 00:38:25,False,False,0,False
ACT00011338,2024-08-28,STU001204,ENR001210,CRS0010,5.0,3,1.0,1,1,0,0,2,73.6,45.0,1,1,2,1.1,2024-09-01 09:01:27,False,False,0,False
ACT00011339,2024-09-04,STU001204,ENR001210,CRS0010,6.0,2,0.0,0,3,1,1,1,40.8,97.0,0,0,2,1.5,2024-09-07 14:51:20,False,False,0,False
ACT00011340,2024-09-11,STU001204,ENR001210,CRS0010,0.0,3,0.0,0,3,1,1,1,57.2,138.0,0,1,0,3.7,2024-09-16 02:18:10,False,False,0,False
ACT00011341,2024-09-18,STU001204,ENR001210,CRS0010,1.0,3,1.0,1,1,0,0,0,0.0,0.0,1,0,0,0.3,2024-09-20 22:33:46,False,False,0,False
ACT00011342,2024-09-25,STU001204,ENR001210,CRS0010,0.0,0,1.0,1,2,0,0,1,55.2,92.0,0,0,1,3.5,2024-09-25 18:29:57,False,False,0,False
ACT00011343,2024-10-02,STU001204,ENR001210,CRS0010,2.0,0,2.0,2,2,1,1,2,46.6,54.0,0,1,1,0.5,2024-10-03 14:48:33,False,False,0,False
ACT00011344,2024-10-09,STU001204,ENR001210,CRS0010,2.0,0,1.0,1,3,1,1,1,27.2,21.0,0,0,1,3.7,2024-10-12 22:45:40,False,False,0,False
ACT00011345,2024-10-16,STU001204,ENR001210,CRS0010,0.0,1,1.0,1,3,1,1,1,45.2,0.0,0,2,0,2.7,2024-10-21 04:57:04,False,False,0,False
ACT00011346,2024-10-23,STU001204,ENR001210,CRS0010,1.0,0,0.0,0,1,0,0,1,34.3,19.0,1,0,1,0.0,2024-10-24 07:33:35,False,False,0,False
ACT00011347,2024-10-30,STU001204,ENR001210,CRS0010,2.0,0,1.0,1,2,1,1,0,0.0,0.0,0,0,0,0.0,2024-11-01 13:13:04,False,False,0,False
ACT00011348,2024-11-06,STU001204,ENR001210,CRS0010,0.0,0,2.0,2,1,0,0,0,0.0,0.0,1,0,0,1.7,2024-11-10 14:36:50,False,False,0,False
ACT00011349,2024-11-13,STU001204,ENR001210,CRS0010,4.0,0,2.0,2,2,0,0,0,0.0,0.0,1,0,0,0.0,2024-11-15 19:48:36,False,False,0,False
ACT00011350,2024-04-09,STU001205,ENR001211,CRS0005,9.0,6,3.0,3,2,2,2,3,65.9,132.0,3,1,6,2.6,2024-04-14 10:45:29,False,False,0,False
ACT00011351,2024-04-16,STU001205,ENR001211,CRS0005,4.0,4,1.0,1,1,1,1,2,87.4,139.0,1,0,2,6.2,2024-04-19 08:31:46,False,False,0,False
ACT00011352,2024-04-23,STU001205,ENR001211,CRS0005,2.0,3,1.0,1,1,1,1,4,72.0,136.0,0,1,2,2.3,2024-04-28 11:18:07,False,False,0,False
ACT00011353,2024-04-30,STU001205,ENR001211,CRS0005,3.0,3,0.0,0,1,0,0,0,0.0,24.0,2,1,0,1.7,2024-05-06 06:34:39,False,False,0,False
ACT00011354,2024-05-07,STU001205,ENR001211,CRS0005,0.0,3,2.0,2,2,1,1,0,0.0,32.0,1,0,0,3.8,2024-05-13 02:44:13,False,False,0,False
ACT00011355,2024-05-14,STU001205,ENR001211,CRS0005,3.0,1,0.0,0,2,0,0,0,0.0,0.0,1,0,0,0.0,2024-05-15 14:10:39,False,False,0,False
ACT00011356,2024-03-27,STU001206,ENR001212,CRS0012,2.0,6,2.0,2,1,1,1,3,87.6,65.0,2,2,3,6.9,2024-03-27 18:58:31,False,False,0,False
ACT00011357,2024-04-03,STU001206,ENR001212,CRS0012,6.0,4,3.0,2,2,1,1,3,61.2,174.0,0,4,4,4.1,2024-04-07 03:05:05,False,False,0,False
ACT00011358,2024-04-10,STU001206,ENR001212,CRS0012,5.0,5,4.0,4,3,2,2,3,52.6,140.0,3,2,3,6.8,2024-04-13 10:43:45,False,False,0,False
ACT00011359,2024-04-17,STU001206,ENR001212,CRS0012,9.0,4,2.0,1,2,2,1,2,48.6,157.0,1,2,1,7.3,2024-04-22 05:25:11,False,False,0,False
ACT00011360,2024-04-24,STU001206,ENR001212,CRS0012,9.0,3,2.0,2,2,1,1,2,53.5,117.0,1,1,4,1.8,2024-04-28 22:32:37,False,False,0,False
ACT00011361,2024-05-01,STU001206,ENR001212,CRS0012,6.0,6,3.0,3,1,0,0,3,72.2,182.0,1,2,2,1.2,2024-05-05 09:16:40,False,False,0,False
ACT00011362,2024-05-08,STU001206,ENR001212,CRS0012,6.0,4,4.0,3,1,1,1,3,77.2,135.0,2,0,1,0.5,2024-05-11 14:43:24,False,False,0,False
ACT00011363,2024-05-15,STU001206,ENR001212,CRS0012,4.0,3,2.0,2,2,2,1,1,83.1,161.0,1,2,4,4.2,2024-05-18 22:56:46,False,False,0,False
ACT00011365,2024-05-29,STU001206,ENR001212,CRS0012,2.0,4,1.0,1,1,1,1,0,0.0,79.0,1,2,0,1.5,2024-06-03 08:53:59,False,False,1,True
ACT00011366,2024-06-05,STU001206,ENR001212,CRS0012,5.0,1,3.0,3,2,1,1,2,46.2,27.0,1,1,0,7.0,2024-06-07 05:32:48,False,False,0,False
ACT00011367,2024-06-12,STU001206,ENR001212,CRS0012,5.0,3,2.0,2,3,2,2,1,54.6,33.0,1,1,3,3.8,2024-06-12 16:13:28,False,False,0,False
ACT00011368,2024-06-19,STU001206,ENR001212,CRS0012,2.0,4,2.0,1,2,1,1,1,57.3,74.0,0,1,3,5.6,2024-06-20 09:28:40,False,False,0,False
ACT00011369,2024-06-26,STU001206,ENR001212,CRS0012,4.0,0,0.0,0,2,1,1,2,35.9,59.0,1,1,0,3.9,2024-06-30 05:59:02,False,False,0,False
ACT00011370,2024-07-03,STU001206,ENR001212,CRS0012,2.0,0,3.0,3,1,0,0,2,68.4,78.0,0,2,2,2.9,2024-07-05 00:55:01,False,False,0,False
ACT00011371,2024-07-10,STU001206,ENR001212,CRS0012,4.0,1,3.0,2,1,0,0,0,0.0,97.0,1,3,1,1.5,2024-07-11 00:05:13,False,False,0,False
ACT00011372,2024-07-17,STU001206,ENR001212,CRS0012,2.0,1,2.0,1,2,1,1,0,0.0,0.0,0,0,1,2.4,2024-07-20 03:59:36,False,False,0,False
ACT00011373,2024-07-24,STU001206,ENR001212,CRS0012,2.0,3,0.0,0,2,1,1,0,0.0,46.0,1,2,0,2.6,2024-07-26 04:57:57,False,False,0,False
ACT00011374,2024-07-31,STU001206,ENR001212,CRS0012,3.0,1,0.0,0,1,0,0,1,34.4,55.0,2,1,0,0.0,2024-08-01 13:55:00,False,False,0,False
ACT00011375,2024-08-07,STU001206,ENR001212,CRS0012,2.0,0,0.0,0,2,1,1,2,61.2,54.0,1,1,0,0.0,2024-08-12 05:57:39,False,False,0,False
ACT00011376,2024-08-14,STU001206,ENR001212,CRS0012,0.0,1,2.0,2,3,1,1,0,0.0,56.0,0,1,0,0.0,2024-08-19 10:21:12,False,False,0,False
ACT00011377,2024-08-21,STU001206,ENR001212,CRS0012,1.0,1,0.0,0,3,1,1,0,0.0,92.0,0,1,2,1.2,2024-08-23 23:31:42,False,False,0,False
ACT00011378,2024-08-28,STU001206,ENR001212,CRS0012,0.0,0,0.0,0,2,0,0,0,0.0,0.0,1,0,2,4.4,2024-08-30 17:11:15,False,False,0,False
ACT00011379,2024-04-09,STU001207,ENR001213,CRS0005,9.0,5,7.0,6,2,1,1,3,62.4,220.0,2,3,3,7.9,2024-04-14 10:12:22,False,False,0,False
ACT00011380,2024-04-16,STU001207,ENR001213,CRS0005,11.0,7,4.0,3,2,1,1,3,55.1,240.0,1,3,3,5.7,2024-04-22 06:24:58,False,False,0,False
ACT00011381,2024-04-23,STU001207,ENR001213,CRS0005,7.0,6,4.0,4,2,1,1,5,61.8,154.0,0,4,5,7.0,2024-04-29 05:15:46,False,False,0,False
ACT00011382,2024-04-30,STU001207,ENR001213,CRS0005,10.0,6,5.0,4,2,1,1,4,77.8,159.0,2,6,5,6.3,2024-05-05 13:16:31,False,False,0,False
ACT00011383,2024-05-07,STU001207,ENR001213,CRS0005,8.0,6,4.0,3,2,1,1,5,77.5,132.0,2,2,3,9.4,2024-05-10 04:12:09,False,False,0,False
ACT00011384,2024-05-14,STU001207,ENR001213,CRS0005,9.0,6,4.0,3,3,3,2,3,74.5,157.0,3,3,3,4.4,2024-05-19 07:52:58,False,False,0,False
ACT00011385,2024-04-07,STU001208,ENR001214,CRS0008,7.0,5,2.0,2,1,0,0,3,61.3,122.0,0,1,1,6.5,2024-04-07 17:47:15,False,False,0,False
ACT00011386,2024-04-14,STU001208,ENR001214,CRS0008,2.0,4,3.0,2,3,1,1,1,63.0,107.0,0,1,1,4.4,2024-04-19 15:25:57,False,False,0,False
ACT00011387,2024-04-21,STU001208,ENR001214,CRS0008,2.0,0,1.0,1,3,0,0,0,0.0,0.0,0,1,1,0.0,2024-04-26 14:17:53,False,False,0,False
ACT00011388,2024-04-07,STU001209,ENR001215,CRS0008,8.0,5,2.0,2,3,2,1,4,55.9,188.0,1,0,1,5.3,2024-04-10 11:27:45,False,False,0,False
ACT00011389,2024-04-14,STU001209,ENR001215,CRS0008,4.0,6,2.0,2,2,2,2,2,47.0,110.0,0,1,4,7.1,2024-04-18 07:25:48,False,False,0,False
ACT00011390,2024-04-21,STU001209,ENR001215,CRS0008,6.0,3,3.0,3,2,2,2,3,58.8,131.0,2,0,2,4.9,2024-04-27 01:39:42,False,False,0,False
ACT00011391,2024-04-08,STU001210,ENR001216,CRS0015,3.0,3,0.0,0,1,0,0,1,60.5,39.0,0,1,2,4.5,2024-04-13 00:28:23,False,False,0,False
ACT00011392,2024-04-15,STU001210,ENR001216,CRS0015,0.0,3,2.0,2,1,0,0,2,59.7,2.0,1,0,0,0.0,2024-04-19 01:33:55,False,False,0,False
ACT00011393,2024-04-22,STU001210,ENR001216,CRS0015,0.0,0,0.0,0,2,0,0,0,0.0,0.0,0,0,0,0.0,2024-04-23 10:47:35,False,False,0,False
ACT00011394,2024-04-08,STU001211,ENR001217,CRS0015,7.0,4,3.0,2,2,2,2,3,76.6,112.0,1,0,2,3.7,2024-04-11 17:40:21,False,False,0,False
ACT00011395,2024-04-15,STU001211,ENR001217,CRS0015,7.0,3,4.0,3,3,3,3,2,40.9,135.0,1,1,0,4.6,2024-04-21 08:45:30,False,False,0,False
ACT00011396,2024-04-22,STU001211,ENR001217,CRS0015,4.0,4,1.0,1,3,3,3,3,90.0,107.0,0,1,2,3.3,2024-04-24 12:09:38,False,False,0,False
ACT00011397,2024-04-07,STU001212,ENR001218,CRS0008,8.0,5,2.0,1,1,1,1,3,93.3,147.0,3,2,0,4.2,2024-04-13 12:26:09,False,False,0,False
ACT00011398,2024-04-14,STU001212,ENR001218,CRS0008,6.0,7,4.0,4,2,1,1,1,57.9,142.0,1,1,3,6.8,2024-04-16 05:07:32,False,False,0,False
ACT00011399,2024-04-21,STU001212,ENR001218,CRS0008,9.0,4,3.0,3,2,1,1,2,39.6,194.0,0,0,1,5.8,2024-04-23 09:22:38,False,False,0,False
ACT00011400,2024-05-08,STU001213,ENR001219,CRS0001,4.0,1,1.0,1,3,1,1,2,67.2,57.0,0,0,2,1.4,2024-05-11 06:32:45,False,False,0,False
ACT00011401,2024-05-15,STU001213,ENR001219,CRS0001,2.0,2,0.0,0,2,0,0,0,0.0,19.0,1,0,0,1.0,2024-05-17 23:45:05,False,False,0,False
ACT00011402,2024-05-22,STU001213,ENR001219,CRS0001,2.0,0,2.0,2,2,1,1,0,0.0,35.0,0,2,0,2.5,2024-05-26 03:14:16,False,False,0,False
ACT00011403,2024-05-29,STU001213,ENR001219,CRS0001,0.0,0,0.0,0,2,1,1,1,63.3,55.0,0,2,1,0.0,2024-06-04 09:06:23,False,False,0,False
ACT00011404,2024-06-05,STU001213,ENR001219,CRS0001,2.0,1,0.0,0,3,1,1,1,39.6,0.0,0,0,0,2.0,2024-06-09 02:08:37,False,False,0,False
ACT00011405,2024-06-12,STU001213,ENR001219,CRS0001,0.0,0,3.0,3,2,1,1,0,0.0,21.0,0,0,0,0.0,2024-06-15 12:17:27,False,False,0,False
ACT00011406,2024-06-19,STU001213,ENR001219,CRS0001,0.0,0,0.0,0,1,0,0,1,36.0,40.0,0,0,0,0.1,2024-06-25 00:05:17,False,False,0,False
ACT00011407,2024-06-26,STU001213,ENR001219,CRS0001,1.0,2,0.0,0,1,0,0,1,39.1,0.0,0,0,1,1.4,2024-06-30 08:31:00,False,False,0,False
ACT00011408,2024-07-03,STU001213,ENR001219,CRS0001,0.0,0,0.0,0,2,0,0,3,34.8,5.0,0,0,0,0.2,2024-07-04 04:55:07,False,False,0,False
ACT00011409,2024-07-10,STU001213,ENR001219,CRS0001,0.0,1,1.0,1,1,0,0,1,48.6,37.0,0,0,0,0.0,2024-07-12 01:02:45,False,False,0,False
ACT00011410,2024-07-17,STU001213,ENR001219,CRS0001,1.0,0,1.0,1,2,0,0,1,25.5,36.0,0,0,1,0.0,2024-07-20 13:35:28,False,False,0,False
ACT00011411,2024-07-24,STU001213,ENR001219,CRS0001,0.0,1,1.0,1,1,0,0,0,0.0,0.0,1,1,1,0.0,2024-07-27 05:48:47,False,False,0,False
ACT00011412,2024-04-07,STU001214,ENR001220,CRS0008,9.0,5,3.0,3,2,2,1,1,58.3,156.0,2,0,1,5.0,2024-04-09 14:13:50,False,False,0,False
ACT00011413,2024-04-14,STU001214,ENR001220,CRS0008,5.0,1,3.0,2,2,1,1,0,0.0,126.0,1,0,1,1.6,2024-04-19 00:46:00,False,False,0,False
