Date,Currency,BaseCurrency,ExchangeRate
2024-01-04,EUR,UAH,44.8093
2024-01-05,EUR,UAH,45.2196
2024-01-06,EUR,UAH,45.0228
2024-01-07,EUR,UAH,44.3662
2024-01-08,EUR,UAH,44.1187
2024-01-09,EUR,UAH,44.2314
2024-01-10,EUR,UAH,44.2589
2024-01-11,EUR,UAH,44.2033
2024-01-12,EUR,UAH,43.9504
2024-01-13,EUR,UAH,43.5304
2024-01-14,EUR,UAH,43.5124
2024-01-15,EUR,UAH,43.004
2024-01-16,EUR,UAH,43.0897
2024-01-17,EUR,UAH,43.1406
2024-01-18,EUR,UAH,43.2152
2024-01-19,EUR,UAH,43.23
2024-01-20,EUR,UAH,42.8894
2024-01-21,EUR,UAH,42.9936
2024-01-22,EUR,UAH,42.8719
2024-01-23,EUR,UAH,43.408
2024-01-24,EUR,UAH,43.5924
2024-01-25,EUR,UAH,43.0743
2024-01-26,EUR,UAH,42.6531
2024-01-27,EUR,UAH,42.8817
2024-01-28,EUR,UAH,42.8262
2024-01-29,EUR,UAH,42.927
2024-01-30,EUR,UAH,43.3454
2024-01-31,EUR,UAH,43.3603
2024-02-01,EUR,UAH,43.6717
2024-02-02,EUR,UAH,43.888
2024-02-03,EUR,UAH,44.2129
2024-02-04,EUR,UAH,44.0479
2024-02-05,EUR,UAH,43.9326
2024-02-06,EUR,UAH,43.9948
2024-02-07,EUR,UAH,43.5644
2024-02-08,EUR,UAH,43.5234
2024-02-09,EUR,UAH,43.5311
2024-02-10,EUR,UAH,43.6222
2024-02-11,EUR,UAH,43.4815
2024-02-12,EUR,UAH,43.8354
2024-02-13,EUR,UAH,43.6587
2024-02-14,EUR,UAH,43.8132
2024-02-15,EUR,UAH,43.5888
2024-02-16,EUR,UAH,43.979
2024-02-17,EUR,UAH,43.895
2024-02-18,EUR,UAH,43.8894
2024-02-19,EUR,UAH,43.9824
2024-02-20,EUR,UAH,44.0564
2024-02-21,EUR,UAH,44.5265
2024-02-22,EUR,UAH,44.3884
2024-02-23,EUR,UAH,44.6004
2024-02-24,EUR,UAH,44.9435
2024-02-25,EUR,UAH,45.319
2024-02-26,EUR,UAH,45.8751
2024-02-27,EUR,UAH,46.2465
2024-02-28,EUR,UAH,46.7549
2024-02-29,EUR,UAH,47.0002
2024-03-01,EUR,UAH,47.4984
2024-03-02,EUR,UAH,47.5209
2024-03-03,EUR,UAH,47.688
2024-03-04,EUR,UAH,47.5932
2024-03-05,EUR,UAH,48.002
2024-03-06,EUR,UAH,48.0647
2024-03-07,EUR,UAH,48.5463
2024-03-08,EUR,UAH,48.6526
2024-03-09,EUR,UAH,48.4646
2024-03-10,EUR,UAH,48.0892
2024-03-11,EUR,UAH,48.4131
2024-03-12,EUR,UAH,48.1076
2024-03-13,EUR,UAH,48.3487
2024-03-14,EUR,UAH,48.2234
2024-03-15,EUR,UAH,47.8191
2024-03-16,EUR,UAH,47.0566
2024-03-17,EUR,UAH,46.8452
2024-03-18,EUR,UAH,47.0601
2024-03-19,EUR,UAH,47.4134
2024-03-20,EUR,UAH,46.8584
2024-03-21,EUR,UAH,46.9288
2024-03-22,EUR,UAH,47.4057
2024-03-23,EUR,UAH,46.9355
2024-03-24,EUR,UAH,46.9472
2024-03-25,EUR,UAH,46.6525
2024-03-26,EUR,UAH,46.4638
2024-03-27,EUR,UAH,46.5661
2024-03-28,EUR,UAH,46.5206
2024-03-29,EUR,UAH,46.4033
2024-03-30,EUR,UAH,46.2859
2024-03-31,EUR,UAH,46.2023
2024-04-01,EUR,UAH,46.3929
2024-04-02,EUR,UAH,46.6269
2024-04-03,EUR,UAH,46.6182
2024-04-04,EUR,UAH,46.5979
2024-04-05,EUR,UAH,46.4508
2024-04-06,EUR,UAH,46.7813
2024-04-07,EUR,UAH,46.6676
2024-04-08,EUR,UAH,46.6178
2024-04-09,EUR,UAH,46.8267
2024-04-10,EUR,UAH,46.8675
2024-04-12,EUR,UAH,46.4429
2024-04-13,EUR,UAH,46.2723
2024-04-14,EUR,UAH,46.4657
2024-04-15,EUR,UAH,46.4903
2024-04-16,EUR,UAH,46.3026
2024-04-17,EUR,UAH,46.5462
2024-04-18,EUR,UAH,46.6172
2024-04-19,EUR,UAH,46.6854
2024-04-20,EUR,UAH,46.687
2024-04-21,EUR,UAH,46.9031
2024-04-22,EUR,UAH,47.1014
2024-04-23,EUR,UAH,47.1005
2024-04-24,EUR,UAH,46.4819
2024-04-25,EUR,UAH,46.7834
2024-04-26,EUR,UAH,46.7576
2024-04-27,EUR,UAH,46.3895
2024-04-28,EUR,UAH,46.5904
2024-04-29,EUR,UAH,46.5103
2024-04-30,EUR,UAH,46.7447
2024-05-01,EUR,UAH,46.2692
2024-05-02,EUR,UAH,46.4178
2024-05-03,EUR,UAH,46.0352
2024-05-04,EUR,UAH,46.3402
2024-05-05,EUR,UAH,46.8883
2024-05-06,EUR,UAH,46.4305
2024-05-07,EUR,UAH,46.2333
2024-05-08,EUR,UAH,46.0158
2024-05-09,EUR,UAH,46.3948
2024-05-10,EUR,UAH,46.0261
2024-05-11,EUR,UAH,45.8901
2024-05-12,EUR,UAH,45.9839
2024-05-13,EUR,UAH,45.6292
2024-05-15,EUR,UAH,45.7464
2024-05-16,EUR,UAH,45.6458
2024-05-17,EUR,UAH,45.6769
2024-05-18,EUR,UAH,46.063
2024-05-19,EUR,UAH,46.5277
2024-05-20,EUR,UAH,46.6348
2024-05-21,EUR,UAH,47.0272
2024-05-22,EUR,UAH,46.7455
2024-05-23,EUR,UAH,46.8858
2024-05-24,EUR,UAH,47.099
2024-05-25,EUR,UAH,47.5917
2024-05-26,EUR,UAH,47.1919
2024-05-27,EUR,UAH,47.6547
2024-05-28,EUR,UAH,47.487
2024-05-29,EUR,UAH,47.0775
2024-05-30,EUR,UAH,46.9443
2024-05-31,EUR,UAH,46.4726
2024-06-01,EUR,UAH,46.2228
2024-06-02,EUR,UAH,46.2499
2024-06-03,EUR,UAH,45.9144
2024-06-04,EUR,UAH,45.7413
2024-06-05,EUR,UAH,45.499
2024-06-06,EUR,UAH,45.522
2024-06-07,EUR,UAH,45.9951
2024-06-08,EUR,UAH,46.2136
2024-06-09,EUR,UAH,45.8056
2024-06-10,EUR,UAH,45.9845
2024-06-11,EUR,UAH,46.0929
2024-06-12,EUR,UAH,45.6795
2024-06-13,EUR,UAH,45.6693
2024-06-14,EUR,UAH,45.3723
2024-06-15,EUR,UAH,44.9581
2024-06-16,EUR,UAH,45.2958
2024-06-17,EUR,UAH,45.107
2024-06-18,EUR,UAH,45.3118
2024-06-19,EUR,UAH,45.3803
2024-06-20,EUR,UAH,45.0817
2024-06-21,EUR,UAH,45.0471
2024-06-22,EUR,UAH,44.8965
2024-06-23,EUR,UAH,45.0083
2024-06-24,EUR,UAH,44.6906
2024-06-25,EUR,UAH,44.1925
2024-06-26,EUR,UAH,44.5105
2024-06-27,EUR,UAH,44.5796
2024-06-28,EUR,UAH,44.6759
2024-06-29,EUR,UAH,44.9753
2024-06-30,EUR,UAH,44.941
2024-07-01,EUR,UAH,44.6315
2024-07-02,EUR,UAH,44.2119
2024-07-03,EUR,UAH,43.8793
2024-07-04,EUR,UAH,43.4642
2024-07-05,EUR,UAH,43.2754
2024-07-06,EUR,UAH,43.2393
2024-07-07,EUR,UAH,43.1642
2024-07-08,EUR,UAH,43.3252
2024-07-09,EUR,UAH,42.9006
2024-07-10,EUR,UAH,43.2104
2024-07-11,EUR,UAH,42.9601
2024-07-12,EUR,UAH,42.8267
2024-07-13,EUR,UAH,42.7967
2024-07-14,EUR,UAH,43.1549
2024-07-15,EUR,UAH,43.0623
2024-07-16,EUR,UAH,43.042
2024-07-17,EUR,UAH,42.8562
2024-07-18,EUR,UAH,42.7396
2024-07-19,EUR,UAH,42.8197
2024-07-20,EUR,UAH,43.078
2024-07-21,EUR,UAH,43.0587
2024-07-22,EUR,UAH,43.1365
2024-07-23,EUR,UAH,43.3706
2024-07-24,EUR,UAH,43.8306
2024-07-25,EUR,UAH,43.9346
2024-07-26,EUR,UAH,43.9223
2024-07-27,EUR,UAH,44.0807
2024-07-28,EUR,UAH,44.3866
2024-07-29,EUR,UAH,43.8792
2024-07-30,EUR,UAH,43.964
2024-07-31,EUR,UAH,43.626
2024-08-01,EUR,UAH,43.3458
2024-08-02,EUR,UAH,43.7173
2024-08-03,EUR,UAH,43.8022
2024-08-04,EUR,UAH,43.9311
2024-08-05,EUR,UAH,43.9792
2024-08-06,EUR,UAH,44.016
2024-08-07,EUR,UAH,43.96
2024-08-08,EUR,UAH,43.5112
2024-08-09,EUR,UAH,43.3704
2024-08-10,EUR,UAH,43.2457
2024-08-11,EUR,UAH,43.0482
2024-08-12,EUR,UAH,43.0795
2024-08-13,EUR,UAH,43.1948
2024-08-14,EUR,UAH,43.0201
2024-08-15,EUR,UAH,43.1483
2024-08-16,EUR,UAH,42.8791
2024-08-17,EUR,UAH,42.7928
2024-08-18,EUR,UAH,42.5671
2024-08-19,EUR,UAH,42.4831
2024-08-20,EUR,UAH,42.462
2024-08-21,EUR,UAH,42.8464
2024-08-22,EUR,UAH,43.1955
2024-08-23,EUR,UAH,43.2225
2024-08-24,EUR,UAH,43.4319
2024-08-25,EUR,UAH,43.499
2024-08-26,EUR,UAH,43.526
2024-08-27,EUR,UAH,43.3259
2024-08-28,EUR,UAH,43.618
2024-08-29,EUR,UAH,43.4629
2024-08-30,EUR,UAH,43.3316
2024-08-31,EUR,UAH,43.4535
2024-09-01,EUR,UAH,43.2718
2024-09-02,EUR,UAH,43.3834
2024-09-03,EUR,UAH,43.5825
2024-09-04,EUR,UAH,43.7686
2024-09-05,EUR,UAH,43.6552
2024-09-06,EUR,UAH,43.3824
2024-09-07,EUR,UAH,43.4562
2024-09-08,EUR,UAH,43.3967
2024-09-09,EUR,UAH,43.2811
2024-09-10,EUR,UAH,43.2247
2024-09-11,EUR,UAH,43.3676
2024-09-12,EUR,UAH,43.0962
2024-09-13,EUR,UAH,42.8007
2024-09-14,EUR,UAH,42.8346
2024-09-15,EUR,UAH,43.0133
2024-09-16,EUR,UAH,42.9186
2024-09-17,EUR,UAH,42.9554
2024-09-18,EUR,UAH,43.0398
2024-09-19,EUR,UAH,42.8972
2024-09-20,EUR,UAH,42.7904
2024-09-21,EUR,UAH,43.2454
2024-09-22,EUR,UAH,43.4085
2024-09-23,EUR,UAH,43.5491
2024-09-24,EUR,UAH,43.7178
2024-09-25,EUR,UAH,44.2289
2024-09-26,EUR,UAH,43.9433
2024-09-27,EUR,UAH,43.9424
2024-09-28,EUR,UAH,44.3104
2024-09-29,EUR,UAH,44.2537
2024-09-30,EUR,UAH,44.3896
2024-10-01,EUR,UAH,44.4197
2024-10-02,EUR,UAH,44.3099
2024-10-03,EUR,UAH,44.6659
2024-10-04,EUR,UAH,44.7049
2024-10-05,EUR,UAH,45.0457
2024-10-06,EUR,UAH,44.9091
2024-10-07,EUR,UAH,44.5064
2024-10-08,EUR,UAH,44.5708
2024-10-09,EUR,UAH,44.4881
2024-10-10,EUR,UAH,44.5669
2024-10-11,EUR,UAH,44.4184
2024-10-12,EUR,UAH,44.4711
2024-10-13,EUR,UAH,44.6466
2024-10-14,EUR,UAH,44.5071
2024-10-15,EUR,UAH,44.4157
2024-10-16,EUR,UAH,44.6127
2024-10-17,EUR,UAH,44.5617
2024-10-18,EUR,UAH,44.7989
2024-10-19,EUR,UAH,44.1
2024-10-20,EUR,UAH,44.4452
2024-10-21,EUR,UAH,44.5083
2024-10-22,EUR,UAH,44.6237
2024-10-23,EUR,UAH,44.4249
2024-10-24,EUR,UAH,45.0986
2024-10-25,EUR,UAH,44.8231
2024-10-26,EUR,UAH,44.8995
2024-10-27,EUR,UAH,44.6417
2024-10-28,EUR,UAH,45.2163
2024-10-29,EUR,UAH,45.438
2024-10-30,EUR,UAH,45.5654
2024-10-31,EUR,UAH,45.4093
2024-11-01,EUR,UAH,45.4972
2024-11-02,EUR,UAH,45.7202
2024-11-03,EUR,UAH,45.8794
2024-11-04,EUR,UAH,45.8229
2024-11-05,EUR,UAH,45.6332
2024-11-06,EUR,UAH,45.5444
2024-11-07,EUR,UAH,45.696
2024-11-08,EUR,UAH,45.6255
2024-11-09,EUR,UAH,45.6735
2024-11-10,EUR,UAH,45.4589
2024-11-11,EUR,UAH,45.1518
2024-11-12,EUR,UAH,45.6838
2024-11-13,EUR,UAH,45.8464
2024-11-14,EUR,UAH,45.5968
2024-11-15,EUR,UAH,45.7737
2024-11-16,EUR,UAH,46.0641
2024-11-17,EUR,UAH,46.2473
2024-11-18,EUR,UAH,45.9257
2024-11-19,EUR,UAH,46.0915
2024-11-20,EUR,UAH,45.7809
2024-11-21,EUR,UAH,45.6223
2024-11-22,EUR,UAH,45.9784
2024-11-23,EUR,UAH,45.637
2024-11-24,EUR,UAH,46.0245
2024-11-25,EUR,UAH,46.0797
2024-11-26,EUR,UAH,46.6022
2024-11-27,EUR,UAH,46.1087
2024-11-28,EUR,UAH,45.47
2024-11-29,EUR,UAH,45.3628
2024-11-30,EUR,UAH,45.2591
2024-12-01,EUR,UAH,45.6553
2024-12-02,EUR,UAH,45.696
2024-12-03,EUR,UAH,45.6486
2024-12-04,EUR,UAH,45.4099
2024-12-05,EUR,UAH,45.0829
2024-12-06,EUR,UAH,45.0951
2024-12-07,EUR,UAH,45.3833
2024-12-08,EUR,UAH,45.3254
2024-12-09,EUR,UAH,45.5842
2024-12-10,EUR,UAH,45.7758
2024-12-11,EUR,UAH,46.1411
2024-12-12,EUR,UAH,46.0512
2024-12-13,EUR,UAH,45.7619
2024-12-14,EUR,UAH,46.0151
2024-12-15,EUR,UAH,45.8409
2024-12-16,EUR,UAH,45.924
2024-12-17,EUR,UAH,46.1344
2024-12-18,EUR,UAH,46.0557
2024-12-19,EUR,UAH,45.9246
2024-12-20,EUR,UAH,45.4618
2024-12-21,EUR,UAH,45.7218
2024-12-22,EUR,UAH,45.7015
2024-12-23,EUR,UAH,45.2819
2024-12-24,EUR,UAH,45.1934
2024-12-25,EUR,UAH,45.5475
2024-12-26,EUR,UAH,45.283
2024-12-27,EUR,UAH,45.5551
2024-12-28,EUR,UAH,45.4055
2024-12-29,EUR,UAH,45.7175
2024-12-30,EUR,UAH,46.0217
2024-12-31,EUR,UAH,46.5099
2025-01-01,EUR,UAH,46.4044
2025-01-02,EUR,UAH,46.4638
2025-01-03,EUR,UAH,46.2836
2025-01-04,EUR,UAH,46.5438
2025-01-05,EUR,UAH,46.9652
2025-01-06,EUR,UAH,46.6147
2025-01-07,EUR,UAH,46.5018
2025-01-08,EUR,UAH,46.7153
2025-01-09,EUR,UAH,46.4325
2025-01-10,EUR,UAH,46.3277
2025-01-11,EUR,UAH,46.0316
2025-01-12,EUR,UAH,46.5562
2025-01-13,EUR,UAH,46.7447
2025-01-14,EUR,UAH,46.8781
2025-01-15,EUR,UAH,46.6149
2025-01-16,EUR,UAH,46.3024
2025-01-17,EUR,UAH,46.5592
2025-01-18,EUR,UAH,46.2868
2025-01-19,EUR,UAH,46.0269
2025-01-20,EUR,UAH,46.3459
2025-01-21,EUR,UAH,46.4991
2025-01-22,EUR,UAH,46.015
2025-01-23,EUR,UAH,46.1514
2025-01-24,EUR,UAH,46.3751
2025-01-25,EUR,UAH,46.7445
2025-01-26,EUR,UAH,46.8773
2025-01-27,EUR,UAH,46.4811
2025-01-28,EUR,UAH,46.2024
2025-01-29,EUR,UAH,46.4906
2025-01-30,EUR,UAH,46.3634
2025-01-31,EUR,UAH,45.8344
2025-02-01,EUR,UAH,45.5986
2025-02-02,EUR,UAH,45.411
2025-02-03,EUR,UAH,44.9257
2025-02-04,EUR,UAH,45.1811
2025-02-05,EUR,UAH,45.2602
2025-02-06,EUR,UAH,45.2621
2025-02-07,EUR,UAH,45.0883
2025-02-08,EUR,UAH,45.2437
2025-02-09,EUR,UAH,45.1783
2025-02-10,EUR,UAH,44.9921
2025-02-11,EUR,UAH,45.3706
2025-02-12,EUR,UAH,44.9121
2025-02-13,EUR,UAH,44.2259
2025-02-14,EUR,UAH,44.3491
2025-02-15,EUR,UAH,44.4886
2025-02-16,EUR,UAH,44.2137
2025-02-17,EUR,UAH,43.9452
2025-02-18,EUR,UAH,43.8167
2025-02-19,EUR,UAH,43.7487
2025-02-20,EUR,UAH,43.8607
2025-02-21,EUR,UAH,43.7993
2025-02-22,EUR,UAH,43.7604
2025-02-23,EUR,UAH,43.6593
2025-02-24,EUR,UAH,43.1332
2025-02-25,EUR,UAH,42.7814
2025-02-26,EUR,UAH,42.8069
2025-02-27,EUR,UAH,42.7217
2025-02-28,EUR,UAH,42.1199
2025-03-01,EUR,UAH,41.593
2025-03-02,EUR,UAH,41.6905
2025-03-03,EUR,UAH,41.7201
2025-03-04,EUR,UAH,41.6142
2025-03-05,EUR,UAH,41.7585
2025-03-06,EUR,UAH,42.2355
2025-03-07,EUR,UAH,41.9382
2025-03-08,EUR,UAH,41.9583
2025-03-09,EUR,UAH,42.0875
2025-03-10,EUR,UAH,42.1312
2025-03-11,EUR,UAH,41.9307
2025-03-12,EUR,UAH,41.9946
2025-03-13,EUR,UAH,42.0962
2025-03-14,EUR,UAH,42.2509
2025-03-15,EUR,UAH,42.5202
2025-03-16,EUR,UAH,42.7043
2025-03-17,EUR,UAH,42.647
2025-03-18,EUR,UAH,42.9389
2025-03-19,EUR,UAH,43.2419
2025-03-20,EUR,UAH,43.0526
2025-03-21,EUR,UAH,43.2376
2025-03-22,EUR,UAH,42.7573
2025-03-23,EUR,UAH,42.9902
2025-03-24,EUR,UAH,42.7653
2025-03-25,EUR,UAH,42.8282
2025-03-26,EUR,UAH,42.7171
2025-03-27,EUR,UAH,42.7488
2025-03-28,EUR,UAH,42.8022
2025-03-29,EUR,UAH,42.7893
2025-03-30,EUR,UAH,42.7754
2025-03-31,EUR,UAH,43.0658
2025-04-01,EUR,UAH,42.895
2025-04-02,EUR,UAH,43.4238
2025-04-03,EUR,UAH,43.8632
2025-04-04,EUR,UAH,43.9411
2025-04-05,EUR,UAH,44.3083
2025-04-06,EUR,UAH,44.5175
2025-04-07,EUR,UAH,44.6682
2025-04-08,EUR,UAH,44.5805
2025-04-09,EUR,UAH,44.9051
2025-04-10,EUR,UAH,44.4547
2025-04-11,EUR,UAH,44.2365
2025-04-12,EUR,UAH,43.8019
2025-04-13,EUR,UAH,43.9562
2025-04-14,EUR,UAH,44.0063
2025-04-15,EUR,UAH,44.2682
2025-04-16,EUR,UAH,44.0573
2025-04-17,EUR,UAH,43.8818
2025-04-18,EUR,UAH,43.68
2025-04-19,EUR,UAH,43.8881
2025-04-20,EUR,UAH,43.9786
2025-04-21,EUR,UAH,44.39
2025-04-22,EUR,UAH,44.0314
2025-04-23,EUR,UAH,44.3393
2025-04-24,EUR,UAH,44.2852
2025-04-25,EUR,UAH,44.3152
2025-04-26,EUR,UAH,44.319
2025-04-27,EUR,UAH,44.1485
2025-04-28,EUR,UAH,43.9063
2025-04-29,EUR,UAH,43.6245
2025-04-30,EUR,UAH,43.2131
2025-05-01,EUR,UAH,43.1602
2025-05-02,EUR,UAH,42.8148
2025-05-03,EUR,UAH,42.3943
2025-05-04,EUR,UAH,42.5372
2025-05-05,EUR,UAH,43.0227
2025-05-06,EUR,UAH,43.2653
2025-05-07,EUR,UAH,43.3797
2025-05-08,EUR,UAH,43.5161
2025-05-09,EUR,UAH,43.4687
2025-05-10,EUR,UAH,43.195
2025-05-11,EUR,UAH,43.1745
2025-05-12,EUR,UAH,43.199
2025-05-13,EUR,UAH,42.9674
2025-05-14,EUR,UAH,42.7945
2025-05-15,EUR,UAH,42.8183
2025-05-16,EUR,UAH,42.8408
2025-05-17,EUR,UAH,42.7396
2025-05-18,EUR,UAH,42.5975
2025-05-19,EUR,UAH,42.5343
2025-05-20,EUR,UAH,42.3056
2025-05-21,EUR,UAH,42.1754
2025-05-22,EUR,UAH,42.3615
2025-05-23,EUR,UAH,42.6792
2025-05-24,EUR,UAH,42.4403
2025-05-25,EUR,UAH,42.1801
2025-05-26,EUR,UAH,41.8758
2025-05-27,EUR,UAH,42.0489
2025-05-28,EUR,UAH,41.9903
2025-05-29,EUR,UAH,41.9664
2025-05-30,EUR,UAH,42.0053
2025-05-31,EUR,UAH,41.7428
2025-06-01,EUR,UAH,41.8551
2025-06-02,EUR,UAH,41.7124
2025-06-03,EUR,UAH,41.8409
2025-06-04,EUR,UAH,42.045
2025-06-05,EUR,UAH,41.7098
2025-06-06,EUR,UAH,41.9786
2025-06-07,EUR,UAH,42.0365
2025-06-08,EUR,UAH,42.1457
2025-06-09,EUR,UAH,42.5224
2025-06-10,EUR,UAH,42.7633
2025-06-11,EUR,UAH,42.4765
2025-06-12,EUR,UAH,43.0676
2025-06-13,EUR,UAH,43.0741
2025-06-14,EUR,UAH,43.0149
2025-06-15,EUR,UAH,43.0337
2025-06-16,EUR,UAH,42.6165
2025-06-17,EUR,UAH,42.7542
2025-06-18,EUR,UAH,42.5923
2025-06-19,EUR,UAH,42.9058
2025-06-20,EUR,UAH,43.0104
2025-06-21,EUR,UAH,43.2531
2025-06-22,EUR,UAH,43.2301
2025-06-23,EUR,UAH,43.366
2025-06-24,EUR,UAH,43.4315
2025-06-25,EUR,UAH,43.2355
2025-06-26,EUR,UAH,43.1796
2025-06-27,EUR,UAH,43.4691
2025-06-28,EUR,UAH,43.721
2025-06-29,EUR,UAH,43.6444
2025-06-30,EUR,UAH,43.5008
2025-07-01,EUR,UAH,43.9444
2025-07-02,EUR,UAH,43.872
2025-07-03,EUR,UAH,44.2282
2025-07-04,EUR,UAH,44.3915
2025-07-05,EUR,UAH,44.1454
2025-07-06,EUR,UAH,43.7864
2025-07-07,EUR,UAH,44.2433
2025-07-08,EUR,UAH,44.3656
2025-07-09,EUR,UAH,44.5009
2025-07-10,EUR,UAH,44.4208
2025-07-11,EUR,UAH,44.6183
2025-07-12,EUR,UAH,45.0847
2025-07-13,EUR,UAH,45.0917
2025-07-14,EUR,UAH,45.0307
2025-07-15,EUR,UAH,44.8563
2025-07-16,EUR,UAH,45.149
2025-07-17,EUR,UAH,44.9539
2025-07-18,EUR,UAH,45.0984
2025-07-19,EUR,UAH,44.9309
2025-07-20,EUR,UAH,44.7801
2025-07-21,EUR,UAH,44.8361
2025-07-22,EUR,UAH,44.7999
2025-07-23,EUR,UAH,44.6669
2025-07-24,EUR,UAH,44.3424
2025-07-25,EUR,UAH,44.462
2025-07-26,EUR,UAH,44.7454
2025-07-27,EUR,UAH,44.8575
2025-07-28,EUR,UAH,45.198
2025-07-29,EUR,UAH,45.046
2025-07-30,EUR,UAH,45.3353
2025-07-31,EUR,UAH,45.3871
2025-08-01,EUR,UAH,45.8095
2025-08-02,EUR,UAH,45.1253
2025-08-03,EUR,UAH,45.0328
2025-08-04,EUR,UAH,44.7922
2025-08-05,EUR,UAH,44.8789
2025-08-06,EUR,UAH,45.1154
2025-08-07,EUR,UAH,44.9384
2025-08-08,EUR,UAH,45.143
2025-08-09,EUR,UAH,44.8523
2025-08-10,EUR,UAH,45.015
2025-08-11,EUR,UAH,45.4617
2025-08-12,EUR,UAH,45.5826
2025-08-13,EUR,UAH,45.4983
2025-08-14,EUR,UAH,45.7731
2025-08-15,EUR,UAH,46.0541
2025-08-16,EUR,UAH,45.7636
2025-08-17,EUR,UAH,45.8232
2025-08-18,EUR,UAH,45.1119
2025-08-19,EUR,UAH,44.8726
2025-08-20,EUR,UAH,44.8856
2025-08-21,EUR,UAH,45.2755
2025-08-22,EUR,UAH,45.2698
2025-08-23,EUR,UAH,44.8472
2025-08-24,EUR,UAH,45.2046
2025-08-25,EUR,UAH,45.0283
2025-08-26,EUR,UAH,45.2594
2025-08-27,EUR,UAH,45.1304
2025-08-28,EUR,UAH,44.7224
2025-08-29,EUR,UAH,45.0163
2025-08-30,EUR,UAH,44.9321
2025-08-31,EUR,UAH,45.4226
2025-09-01,EUR,UAH,45.2138
2025-09-02,EUR,UAH,44.9458
2025-09-03,EUR,UAH,45.0391
2025-09-04,EUR,UAH,45.0102
2025-09-05,EUR,UAH,45.2298
2025-09-06,EUR,UAH,45.5001
2025-09-07,EUR,UAH,45.8067
2025-09-08,EUR,UAH,45.6783
2025-09-09,EUR,UAH,45.8453
2025-09-10,EUR,UAH,45.8727
2025-09-11,EUR,UAH,45.4184
2025-09-12,EUR,UAH,45.7941
2025-09-13,EUR,UAH,45.8432
2025-09-14,EUR,UAH,45.583
2025-09-15,EUR,UAH,45.4512
2025-09-16,EUR,UAH,45.7711
2025-09-17,EUR,UAH,45.8697
2025-09-18,EUR,UAH,45.7866
2025-09-19,EUR,UAH,45.5616
2025-09-20,EUR,UAH,45.4237
2025-09-21,EUR,UAH,45.2005
2025-09-22,EUR,UAH,44.8695
2025-09-23,EUR,UAH,44.6437
2025-09-24,EUR,UAH,44.8236
2025-09-25,EUR,UAH,44.7877
2025-09-26,EUR,UAH,45.4207
2025-09-27,EUR,UAH,45.234
2025-09-28,EUR,UAH,45.2177
2025-09-29,EUR,UAH,45.1147
2025-09-30,EUR,UAH,45.3756
2025-10-01,EUR,UAH,45.08
2025-10-02,EUR,UAH,45.2127
2025-10-03,EUR,UAH,45.3386
2025-10-04,EUR,UAH,45.4465
2025-10-05,EUR,UAH,45.0616
2025-10-06,EUR,UAH,44.8715
2025-10-07,EUR,UAH,44.741
2025-10-08,EUR,UAH,44.96
2025-10-09,EUR,UAH,45.2096
2025-10-10,EUR,UAH,45.1878
2025-10-11,EUR,UAH,45.2866
2025-10-12,EUR,UAH,45.1563
2025-10-13,EUR,UAH,45.146
2025-10-14,EUR,UAH,45.0192
2025-10-15,EUR,UAH,44.9374
2025-10-16,EUR,UAH,44.7564
2025-10-17,EUR,UAH,44.9758
2025-10-18,EUR,UAH,44.9268
2025-10-19,EUR,UAH,44.748
2025-10-20,EUR,UAH,45.3772
2025-10-21,EUR,UAH,45.9669
2025-10-22,EUR,UAH,46.1762
2025-10-23,EUR,UAH,45.8916
2025-10-24,EUR,UAH,45.4147
2025-10-25,EUR,UAH,45.691
2025-10-26,EUR,UAH,45.405
2025-10-27,EUR,UAH,45.3955
2025-10-28,EUR,UAH,45.4159
2025-10-29,EUR,UAH,45.3237
2025-10-30,EUR,UAH,45.6922
2025-10-31,EUR,UAH,45.5604
2025-11-01,EUR,UAH,45.2917
2025-11-02,EUR,UAH,45.4939
2025-11-03,EUR,UAH,45.4752
2025-11-04,EUR,UAH,45.2087
2025-11-05,EUR,UAH,45.2892
2025-11-06,EUR,UAH,45.2506
2025-11-07,EUR,UAH,45.2402
2025-11-08,EUR,UAH,45.5508
2025-11-09,EUR,UAH,45.8284
2025-11-10,EUR,UAH,45.8525
2025-11-11,EUR,UAH,46.1541
2025-11-12,EUR,UAH,46.0725
2025-11-13,EUR,UAH,46.2562
2025-11-14,EUR,UAH,46.5856
2025-11-15,EUR,UAH,46.5084
2025-11-16,EUR,UAH,46.3714
2025-11-17,EUR,UAH,46.3348
2025-11-18,EUR,UAH,46.5383
2025-11-19,EUR,UAH,46.1687
2025-11-20,EUR,UAH,46.3351
2025-11-21,EUR,UAH,46.2609
2025-11-22,EUR,UAH,46.5216
2025-11-23,EUR,UAH,46.5427
2025-11-24,EUR,UAH,46.5477
2025-11-25,EUR,UAH,46.4002
2025-11-26,EUR,UAH,46.9295
2025-11-27,EUR,UAH,46.5224
2025-11-28,EUR,UAH,46.5508
2025-11-29,EUR,UAH,46.6853
2025-11-30,EUR,UAH,46.3306
2025-12-01,EUR,UAH,46.0566
2025-12-02,EUR,UAH,45.6231
2025-12-03,EUR,UAH,45.7017
2025-12-04,EUR,UAH,45.3165
2025-12-05,EUR,UAH,45.6198
2025-12-06,EUR,UAH,45.4666
2025-12-07,EUR,UAH,44.9946
