Date,Source,Medium,Campaign,Country,DeviceType,Impressions,Clicks,Sessions,LeadsReported,Spend,Currency,SpendBaseCurrency,PlatformConversions,CampaignObjective,CampaignStatus,CampaignNormalized,SpendBaseCurrencyUnresolvedFlag,ClicksImpressionsAnomalyFlag
2024-04-21,meta,cpc,test_1,Ukraine,Mobile,2653,39,34,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-04-22,meta,cpc,test_1,Ukraine,Desktop,3422,22,20,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-04-23,meta,cpc,test_1,Ukraine,Desktop,2698,32,29,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-04-24,meta,cpc,test_1,Ukraine,Mobile,1665,18,15,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-04-25,meta,cpc,test_1,Ukraine,Desktop,2371,58,53,1,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-04-26,meta,cpc,test_1,Ukraine,Mobile,3464,44,37,1,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-04-27,meta,cpc,test_1,Kazakhstan,Mobile,613,9,8,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-04-28,meta,cpc,test_1,Ukraine,Mobile,1375,31,29,1,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-04-29,meta,cpc,test_1,Ukraine,Mobile,1501,29,22,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-04-30,meta,cpc,test_1,Ukraine,Desktop,3713,64,57,1,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-05-01,meta,cpc,test_1,Ukraine,Mobile,218,3,2,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-05-02,meta,cpc,test_1,Ukraine,Tablet,2771,80,77,1,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-05-03,meta,cpc,test_1,Ukraine,Mobile,336,4,3,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-05-04,meta,cpc,test_1,Ukraine,Desktop,2252,31,25,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-05-05,meta,cpc,test_1,Ukraine,Mobile,1669,34,25,1,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-05-06,meta,cpc,test_1,Ukraine,Mobile,457,10,9,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-05-07,meta,cpc,test_1,Ukraine,Mobile,3103,59,50,1,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-05-08,meta,cpc,test_1,Poland,Tablet,1788,26,24,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-05-09,meta,cpc,test_1,Czech Republic,Mobile,1290,29,22,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-05-10,meta,cpc,TEST_1,Ukraine,Mobile,2197,12,11,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-05-11,meta,cpc,test_1,United States,Mobile,1926,26,24,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-05-12,meta,cpc,test_1,Ukraine,Tablet,1527,31,30,1,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-05-13,meta,cpc,test_1,Ukraine,Mobile,36845,653,583,11,3795.4,UAH,3795.4,1,Leads,Active,test_1,False,False
2024-05-14,meta,cpc,test_1,Czech Republic,Desktop,47493,769,736,20,3702.04,UAH,3702.04,3,Leads,Active,test_1,False,False
2024-05-15,meta,cpc,test_1,Poland,Mobile,2544,49,39,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-05-16,meta,cpc,test_1,Ukraine,Desktop,1489,26,20,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-05-17,meta,cpc,test_1,Ukraine,Desktop,16299,379,328,8,4804.28,UAH,4804.28,1,Leads,Active,test_1,False,False
2024-05-18,meta,cpc,test_1,Germany,Mobile,55682,646,537,13,3014.33,UAH,3014.33,1,Leads,Active,test_1,False,False
2024-05-19,meta,cpc,test_1,Ukraine,Mobile,12610,191,175,5,1104.62,UAH,1104.62,0,Leads,Active,test_1,False,False
2024-05-20,meta,cpc,test_1,Germany,Desktop,12622,242,211,3,3178.5,UAH,3178.5,0,Leads,Active,test_1,False,False
2024-05-21,meta,cpc,test_1,Ukraine,Desktop,9774,180,172,3,1487.88,UAH,1487.88,1,Leads,Active,test_1,False,False
2024-05-22,meta,cpc,test_1,Czech Republic,Tablet,32334,559,459,7,4769.51,UAH,4769.51,1,Leads,Active,test_1,False,False
2024-05-23,meta,cpc,test_1,Poland,Mobile,11446,236,208,3,1687.71,UAH,1687.71,0,Leads,Active,test_1,False,False
2024-05-24,meta,cpc,test_1,Ukraine,Mobile,22976,231,191,4,1457.1,UAH,1457.1,0,Leads,Active,test_1,False,False
2024-05-25,meta,cpc,test_1,United States,Mobile,4625,92,80,1,1225.19,UAH,1225.19,0,Leads,Active,test_1,False,False
2024-05-26,meta,cpc,test_1,Czech Republic,Mobile,12306,249,205,6,1070.68,UAH,1070.68,1,Leads,Active,test_1,False,False
2024-05-27,meta,cpc,test_1,Poland,Mobile,53609,1031,863,20,4359.89,UAH,4359.89,2,Leads,Active,test_1,False,False
2024-05-28,meta,cpc,test_1,Ukraine,Mobile,20924,542,497,10,4345.24,UAH,4345.24,1,Leads,Active,test_1,False,False
2024-05-29,meta,cpc,test_1,Ukraine,Mobile,62816,561,494,12,5229.08,UAH,5229.08,2,Leads,Active,test_1,False,False
2024-05-30,meta,cpc,test_1,Poland,Mobile,15220,308,252,4,3503.79,UAH,3503.79,0,Leads,Active,test_1,False,False
2024-05-31,meta,cpc,test_1,Ukraine,Desktop,27817,527,456,9,3248.4,UAH,3248.4,1,Leads,Active,test_1,False,False
2024-06-01,meta,cpc,test_1,Ukraine,Desktop,18849,299,257,3,1437.06,UAH,1437.06,1,Leads,Active,test_1,False,False
2024-06-02,meta,cpc,test_1,Germany,Mobile,8734,226,198,2,2343.79,UAH,2343.79,0,Leads,Active,test_1,False,False
2024-06-03,meta,cpc,test_1,Ukraine,Mobile,39676,615,474,10,3822.81,UAH,3822.81,1,Leads,Active,test_1,False,False
2024-06-04,meta,cpc,test_1,Ukraine,Desktop,11932,173,145,4,1684.27,UAH,1684.27,1,Leads,Active,test_1,False,False
2024-06-05,meta,cpc,test_1,Ukraine,Desktop,9906,211,201,5,2656.61,UAH,2656.61,1,Leads,Active,test_1,False,False
2024-06-06,meta,cpc,test_1,Ukraine,Mobile,23085,157,152,4,1728.5,UAH,1728.5,1,Leads,Active,test_1,False,False
2024-06-07,meta,cpc,test_1,United Kingdom,Desktop,28682,290,282,5,4069.44,UAH,4069.44,1,Leads,Active,test_1,False,False
2024-06-08,meta,cpc,test_1,Ukraine,Desktop,17264,220,186,4,2567.27,UAH,2567.27,0,Leads,Active,test_1,False,False
2024-06-09,meta,cpc,test_1,United Kingdom,Mobile,14501,188,153,2,1634.31,UAH,1634.31,0,Leads,Active,test_1,False,False
2024-06-10,meta,cpc,test_1,Poland,Mobile,21645,281,233,4,1573.51,UAH,1573.51,0,Leads,Active,test_1,False,False
2024-06-11,meta,cpc,test_1,Ukraine,Desktop,15885,258,243,6,3468.66,UAH,3468.66,1,Leads,Active,test_1,False,False
2024-06-12,meta,cpc,test_1,Ukraine,Mobile,6339,103,91,1,1229.87,UAH,1229.87,0,Leads,Active,test_1,False,False
2024-06-13,meta,cpc,test_1,Poland,Desktop,47480,792,768,11,4053.89,UAH,4053.89,2,Leads,Active,test_1,False,False
2024-06-14,meta,cpc,test_1,Ukraine,Desktop,13093,278,258,4,3375.42,UAH,3375.42,0,Leads,Active,test_1,False,False
2024-06-15,meta,cpc,test_1,Poland,Mobile,25982,285,232,4,1176.1,UAH,1176.1,0,Leads,Active,test_1,False,False
2024-06-16,meta,cpc,test_1,Ukraine,Mobile,9228,101,91,1,806.08,UAH,806.08,0,Leads,Active,test_1,False,False
2024-06-17,meta,cpc,test_1,United Kingdom,Mobile,33368,474,454,3,1997.05,UAH,1997.05,0,Leads,Active,test_1,False,False
2024-06-18,meta,cpc,test_1,Ukraine,Desktop,27147,453,384,6,2863.15,UAH,2863.15,0,Leads,Active,test_1,False,False
2024-06-19,meta,cpc,test_1,Germany,Mobile,23982,313,295,4,2948.16,UAH,2948.16,1,Leads,Active,test_1,False,False
2024-06-20,meta,cpc,test_1,Poland,Mobile,425,8,6,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-06-21,meta,cpc,test_1,Ukraine,Mobile,1166,16,12,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-06-22,meta,cpc,test_1,Poland,Mobile,8935,140,131,1,1938.89,UAH,1938.89,0,Leads,Active,test_1,False,False
2024-06-23,meta,cpc,test_1,Ukraine,Tablet,8853,113,87,2,877.59,UAH,877.59,0,Leads,Active,test_1,False,False
2024-06-24,meta,cpc,test_1,United States,Mobile,22109,413,396,5,4037.84,UAH,4037.84,1,Leads,Active,test_1,False,False
2024-06-25,meta,cpc,test_1,Czech Republic,Mobile,15848,369,277,8,4279.76,UAH,4279.76,1,Leads,Active,test_1,False,False
2024-06-26,meta,cpc,test_1,Germany,Mobile,214888,538,468,7,3842.23,UAH,3842.23,1,Leads,Active,test_1,False,False
2024-06-27,meta,cpc,test_1,United States,Mobile,8665,198,169,4,1705.2,UAH,1705.2,1,Leads,Active,test_1,False,False
2024-06-28,meta,cpc,test_1,Ukraine,Mobile,12367,194,166,2,2099.58,UAH,2099.58,0,Leads,Active,test_1,False,False
2024-06-29,meta,cpc,test_1,Poland,Desktop,8470,142,135,3,1609.25,UAH,1609.25,0,Leads,Active,test_1,False,False
2024-06-30,meta,cpc,test 1,Ukraine,Desktop,16591,192,186,3,1413.45,UAH,1413.45,0,Leads,Active,test_1,False,False
2024-07-01,meta,cpc,test_1,Poland,Mobile,30379,552,511,5,2272.45,UAH,2272.45,1,Leads,Active,test_1,False,False
2024-07-02,meta,cpc,test_1,Ukraine,Mobile,5573,114,99,1,1257.97,UAH,1257.97,0,Leads,Active,test_1,False,False
2024-07-03,meta,cpc,test_1,Czech Republic,Desktop,37225,461,428,8,2673.72,UAH,2673.72,1,Leads,Active,test_1,False,False
2024-07-04,meta,cpc,test_1,Ukraine,Mobile,19941,438,341,4,2374.38,UAH,2374.38,0,Leads,Active,test_1,False,False
2024-07-05,meta,cpc,test_1,Germany,Mobile,16316,276,253,6,3575.67,UAH,3575.67,1,Leads,Active,test_1,False,False
2024-07-06,meta,cpc,test_1,United States,Desktop,30103,445,343,8,2589.14,UAH,2589.14,0,Leads,Active,test_1,False,False
2024-07-07,meta,cpc,test_1,Germany,Mobile,7745,169,159,3,2351.24,UAH,2351.24,0,Leads,Active,test_1,False,False
2024-07-08,meta,cpc,test_1,Ukraine,Desktop,15990,315,273,4,3128.51,UAH,3128.51,1,Leads,Active,test_1,False,False
2024-07-09,meta,cpc,test_1,Ukraine,Mobile,13356,170,155,2,2112.36,UAH,2112.36,0,Leads,Active,test_1,False,False
2024-07-10,meta,cpc,test 1,Ukraine,Desktop,16847,370,359,2,2243.18,UAH,2243.18,0,Leads,Active,test_1,False,False
2024-07-11,meta,cpc,test_1,Czech Republic,Mobile,16736,327,269,5,1625.62,UAH,1625.62,0,Leads,Active,test_1,False,False
2024-07-12,meta,cpc,test_1,United States,Desktop,7738,160,130,2,2029.13,UAH,2029.13,0,Leads,Active,test_1,False,False
2024-07-13,meta,cpc,test_1,Ukraine,Mobile,18281,227,221,5,1325.4,UAH,1325.4,1,Leads,Active,test_1,False,False
2024-07-14,meta,cpc,test_1,Ukraine,Desktop,14756,213,165,2,927.17,UAH,927.17,0,Leads,Active,test_1,False,False
2024-07-15,meta,cpc,test_1,Kazakhstan,Mobile,7506,137,108,3,1690.21,UAH,1690.21,0,Leads,Active,test_1,False,False
2024-07-16,meta,cpc,test_1,Ukraine,Mobile,5443,95,88,2,1136.65,UAH,1136.65,0,Leads,Active,test_1,False,False
2024-07-17,meta,cpc,test_1,Ukraine,Mobile,46080,636,557,10,3603.37,UAH,3603.37,2,Leads,Active,test_1,False,False
2024-07-18,meta,cpc,test_1,Ukraine,Mobile,16389,247,188,5,2117.5,UAH,2117.5,1,Leads,Active,test_1,False,False
2024-07-19,meta,cpc,test_1,Ukraine,Mobile,6789,115,97,1,1542.46,UAH,1542.46,0,Leads,Active,test_1,False,False
2024-07-20,meta,cpc,test_1,Poland,Mobile,3366,62,54,1,749.39,UAH,749.39,0,Leads,Active,test_1,False,False
2024-07-21,meta,cpc,test_1,Czech Republic,Desktop,5234,83,75,1,827.3,UAH,827.3,0,Leads,Active,test_1,False,False
2024-07-22,meta,cpc,test_1,Ukraine,Desktop,8836,200,157,2,1812.15,UAH,1812.15,0,Leads,Active,test_1,False,False
2024-07-23,meta,cpc,test_1,Ukraine,Mobile,17693,256,249,4,3089.17,UAH,3089.17,1,Leads,Active,test_1,False,False
2024-07-24,meta,cpc,test_1,Ukraine,Mobile,22801,442,425,8,3085.94,UAH,3085.94,1,Leads,Active,test_1,False,False
2024-07-25,meta,cpc,test_1,Ukraine,Desktop,6373,158,153,2,1646.98,UAH,1646.98,0,Leads,Active,test_1,False,False
2024-07-26,meta,cpc,test_1,United States,Mobile,6719,126,106,2,1558.48,UAH,1558.48,0,Leads,Active,test_1,False,False
2024-07-27,meta,cpc,test_1,Poland,Mobile,5904,136,119,2,1134.57,UAH,1134.57,0,Leads,Active,test_1,False,False
2024-07-28,meta,cpc,test_1,Kazakhstan,Desktop,127,2,1,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-07-29,meta,cpc,test_1,Ukraine,Desktop,1671,33,26,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-07-30,meta,cpc,test_1,Ukraine,Mobile,1637,43,38,1,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-07-31,meta,cpc,test_1,United Kingdom,Mobile,696,16,13,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-08-01,meta,cpc,test_1,Ukraine,Mobile,184,3,2,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-08-02,meta,cpc,test_1,Ukraine,Mobile,688,6,5,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-08-03,meta,cpc,test_1,Ukraine,Desktop,10600,237,210,4,967.03,UAH,967.03,0,Leads,Active,test_1,False,False
2024-08-04,meta,cpc,test_1_copy,Ukraine,Mobile,10222,144,131,2,1727.63,UAH,1727.63,0,Leads,Active,test_1,False,False
2024-08-05,meta,cpc,test_1,Poland,Desktop,12235,289,226,4,3254.5,UAH,3254.5,1,Leads,Active,test_1,False,False
2024-08-06,meta,cpc,test_1,Ukraine,Mobile,14397,230,202,5,1372.05,UAH,1372.05,0,Leads,Active,test_1,False,False
2024-08-07,meta,cpc,test_1,Kazakhstan,Mobile,26811,348,337,6,4181.34,UAH,4181.34,1,Leads,Active,test_1,False,False
2024-08-08,meta,cpc,test_1,Germany,Desktop,14219,299,235,2,4054.05,UAH,4054.05,0,Leads,Active,test_1,False,False
2024-08-09,meta,cpc,test_1,United Kingdom,Mobile,28261,349,275,3,2899.7,UAH,2899.7,0,Leads,Active,test_1,False,False
2024-08-10,meta,cpc,test_1,Ukraine,Desktop,5336,121,91,2,1357.5,UAH,1357.5,0,Leads,Active,test_1,False,False
2024-08-11,meta,cpc,test_1,Ukraine,Mobile,7018,192,185,5,2218.95,UAH,2218.95,1,Leads,Active,test_1,False,False
2024-08-12,meta,cpc,test1_,Ukraine,Desktop,14446,371,317,5,3656.73,UAH,3656.73,1,Leads,Active,test_1,False,False
2024-08-13,meta,cpc,test_1,Ukraine,Mobile,18461,262,235,3,2619.04,UAH,2619.04,0,Leads,Active,test_1,False,False
2024-08-14,meta,cpc,test_1,Ukraine,Mobile,40398,556,440,4,2695.96,UAH,2695.96,0,Leads,Active,test_1,False,False
2024-08-15,meta,cpc,test_1,United Kingdom,Mobile,59360,765,742,9,4579.62,UAH,4579.62,1,Leads,Active,test_1,False,False
2024-08-16,meta,cpc,test_1,United States,Desktop,53260,641,550,9,4325.32,UAH,4325.32,1,Leads,Active,test_1,False,False
2024-08-17,meta,cpc,test_1,Czech Republic,Desktop,16636,301,225,4,1632.01,UAH,1632.01,1,Leads,Active,test_1,False,False
2024-08-18,meta,cpc,test_1,Ukraine,Mobile,9569,242,193,3,2954.61,UAH,2954.61,0,Leads,Active,test_1,False,False
2024-08-19,meta,cpc,test_1,Ukraine,Mobile,15323,361,292,5,3459.74,UAH,3459.74,1,Leads,Active,test_1,False,False
2024-08-20,meta,cpc,test_1,Ukraine,Mobile,31642,677,585,5,3291.39,UAH,3291.39,0,Leads,Active,test_1,False,False
2024-08-21,meta,cpc,test_1,Poland,Desktop,7596,112,102,2,1373.87,UAH,1373.87,0,Leads,Active,test_1,False,False
2024-08-22,meta,cpc,test_1,Ukraine,Mobile,43347,398,329,6,3433.58,UAH,3433.58,1,Leads,Active,test_1,False,False
2024-08-23,meta,cpc,test_1,United Kingdom,Mobile,6126,156,122,2,1749.67,UAH,1749.67,0,Leads,Active,test_1,False,False
2024-08-24,meta,cpc,test_1,Ukraine,Mobile,7926,156,136,2,2101.19,UAH,2101.19,0,Leads,Active,test_1,False,False
2024-08-25,meta,cpc,test_1,Ukraine,Desktop,17675,244,229,4,2434.08,UAH,2434.08,1,Leads,Active,test_1,False,False
2024-08-26,meta,cpc,test_1,Ukraine,Mobile,31451,701,544,7,4412.94,UAH,4412.94,1,Leads,Active,test_1,False,False
2024-08-27,meta,cpc,test_1,Ukraine,Mobile,22384,344,262,5,3609.82,UAH,3609.82,0,Leads,Active,test_1,False,False
2024-08-28,meta,cpc,test_1,Ukraine,Desktop,10435,223,182,3,2938.28,UAH,2938.28,0,Leads,Active,test_1,False,False
2024-08-29,meta,cpc,test_1,Ukraine,Desktop,15239,341,276,3,3312.09,UAH,3312.09,0,Leads,Active,test_1,False,False
2024-08-30,meta,cpc,test_1,Ukraine,Mobile,13012,263,237,4,3531.97,UAH,3531.97,1,Leads,Active,test_1,False,False
2024-08-31,meta,cpc,test_1_copy,Ukraine,Mobile,24002,390,353,7,1654.32,UAH,1654.32,1,Leads,Active,test_1,False,False
2024-09-01,meta,cpc,test_1,Ukraine,Mobile,34632,1005,883,17,5974.0,UAH,5974.0,1,Leads,Active,test_1,False,False
2024-09-02,meta,cpc,test_1,Czech Republic,Desktop,23666,434,387,6,4363.71,UAH,4363.71,1,Leads,Active,test_1,False,False
2024-09-03,meta,cpc,test_1,Ukraine,Mobile,75853,1427,1233,14,7267.12,UAH,7267.12,1,Leads,Active,test_1,False,False
2024-09-04,meta,cpc,test_1,Czech Republic,Mobile,12216,236,205,3,2924.73,UAH,2924.73,1,Leads,Active,test_1,False,False
2024-09-05,meta,cpc,test_1,Poland,Mobile,22784,337,281,7,4427.93,UAH,4427.93,1,Leads,Active,test_1,False,False
2024-09-06,meta,cpc,test_1,Germany,Desktop,27810,347,287,5,4189.74,UAH,4189.74,1,Leads,Active,test_1,False,False
2024-09-07,meta,cpc,TEST_1,Germany,Mobile,20914,314,237,4,3989.74,UAH,3989.74,1,Leads,Active,test_1,False,False
2024-09-08,meta,cpc,test_1,Poland,Mobile,9649,188,166,3,2139.14,UAH,2139.14,1,Leads,Active,test_1,False,False
2024-09-09,meta,cpc,TEST_1,Poland,Desktop,55111,713,616,7,5549.77,UAH,5549.77,1,Leads,Active,test_1,False,False
2024-09-10,meta,cpc,test_1,Ukraine,Mobile,20803,391,349,6,4366.18,UAH,4366.18,0,Leads,Active,test_1,False,False
2024-09-11,meta,cpc,test_1,Poland,Tablet,27561,645,527,8,4344.58,UAH,4344.58,2,Leads,Active,test_1,False,False
2024-09-12,meta,cpc,test_1,Germany,Mobile,21630,551,487,6,4575.75,UAH,4575.75,1,Leads,Active,test_1,False,False
2024-09-13,meta,cpc,test_1,Ukraine,Mobile,63841,1187,1124,25,8260.52,UAH,8260.52,4,Leads,Active,test_1,False,False
2024-09-14,meta,cpc,test_1,Ukraine,Desktop,42758,999,827,15,4575.05,UAH,4575.05,3,Leads,Active,test_1,False,False
2024-09-15,meta,cpc,test_1,United States,Desktop,46604,694,651,10,4419.92,UAH,4419.92,2,Leads,Active,test_1,False,False
2024-09-16,meta,cpc,test_1,Kazakhstan,Desktop,25789,633,505,8,5216.06,UAH,5216.06,1,Leads,Active,test_1,False,False
2024-09-17,meta,cpc,test_1,Germany,Mobile,9732,172,156,3,2415.65,UAH,2415.65,0,Leads,Active,test_1,False,False
2024-09-18,meta,cpc,test_1,Ukraine,Mobile,26699,590,569,10,6340.87,UAH,6340.87,1,Leads,Active,test_1,False,False
2024-09-19,meta,cpc,test_1,Germany,Mobile,19885,474,396,5,5080.26,UAH,5080.26,0,Leads,Active,test_1,False,False
2024-09-20,meta,cpc,test_1,United States,Desktop,28150,410,367,7,3227.18,UAH,3227.18,1,Leads,Active,test_1,False,False
2024-09-21,meta,cpc,test_1,United States,Desktop,16169,260,246,4,3279.89,UAH,3279.89,0,Leads,Active,test_1,False,False
2024-09-22,meta,cpc,test_1,Ukraine,Mobile,2733,36,27,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-09-23,meta,cpc,test_1,Germany,Mobile,4007,67,59,1,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-09-24,meta,cpc,test_1,Ukraine,Desktop,2664,32,24,1,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-09-25,meta,cpc,test_1,Ukraine,Mobile,4597,87,72,2,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-09-26,meta,cpc,test_1,Poland,Mobile,3147,77,72,1,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-09-27,meta,cpc,test_1,Ukraine,Mobile,4625,62,55,1,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-09-28,meta,cpc,test_1,Poland,Mobile,273,6,4,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-09-29,meta,cpc,test_1,Ukraine,Mobile,920,18,14,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-09-30,meta,cpc,test_1,Ukraine,Mobile,32695,590,497,8,3413.89,UAH,3413.89,1,Leads,Active,test_1,False,False
2024-10-01,meta,cpc,test_1,Ukraine,Mobile,71439,1014,953,12,6023.22,UAH,6023.22,1,Leads,Active,test_1,False,False
2024-10-02,meta,cpc,test_1,Ukraine,Desktop,31018,488,395,6,5628.71,UAH,5628.71,1,Leads,Active,test_1,False,False
2024-10-03,meta,cpc,test 1,Ukraine,Desktop,49874,869,783,6,6135.66,UAH,6135.66,1,Leads,Active,test_1,False,False
2024-10-04,meta,cpc,test_1,Germany,Mobile,32051,863,679,12,5422.74,UAH,5422.74,1,Leads,Active,test_1,False,False
2024-10-05,meta,cpc,test_1,Ukraine,Mobile,13919,265,246,6,2736.41,UAH,2736.41,0,Leads,Active,test_1,False,False
2024-10-06,meta,cpc,test_1,Poland,Tablet,8161,134,111,2,1760.44,UAH,1760.44,0,Leads,Active,test_1,False,False
2024-10-07,meta,cpc,TEST_1,United States,Tablet,19542,372,348,7,4456.07,UAH,4456.07,1,Leads,Active,test_1,False,False
2024-10-08,meta,cpc,test_1,Ukraine,Mobile,14648,256,195,3,2058.12,UAH,2058.12,0,Leads,Active,test_1,False,False
2024-10-09,meta,cpc,test_1,Ukraine,Mobile,30431,657,564,12,3077.73,UAH,3077.73,2,Leads,Active,test_1,False,False
2024-10-10,meta,cpc,test_1,Ukraine,Desktop,11570,206,176,4,2568.38,UAH,2568.38,1,Leads,Active,test_1,False,False
2024-10-11,meta,cpc,test_1,Ukraine,Mobile,20628,358,322,4,4847.92,UAH,4847.92,0,Leads,Active,test_1,False,False
2024-10-12,meta,cpc,test_1,Ukraine,Mobile,15114,256,199,3,3139.08,UAH,3139.08,0,Leads,Active,test_1,False,False
2024-10-13,meta,cpc,test_1,Ukraine,Mobile,10936,125,104,2,1571.84,UAH,1571.84,0,Leads,Active,test_1,False,False
2024-10-14,meta,cpc,test_1,Ukraine,Desktop,22413,299,260,3,2046.18,UAH,2046.18,0,Leads,Active,test_1,False,False
2024-10-15,meta,cpc,test_1,Poland,Mobile,62444,1008,889,12,6670.2,UAH,6670.2,2,Leads,Active,test_1,False,False
2024-10-16,meta,cpc,test_1,Ukraine,Mobile,31804,529,405,8,2184.85,UAH,2184.85,1,Leads,Active,test_1,False,False
2024-10-17,meta,cpc,test_1,Ukraine,Desktop,48697,1011,847,16,4339.61,UAH,4339.61,2,Leads,Active,test_1,False,False
2024-10-18,meta,cpc,test_1,Ukraine,Desktop,12984,293,232,2,3952.21,UAH,3952.21,0,Leads,Active,test_1,False,False
2024-10-19,meta,cpc,test_1,Ukraine,Mobile,33256,485,388,8,2247.28,UAH,2247.28,1,Leads,Active,test_1,False,False
2024-10-20,meta,cpc,test_1,Ukraine,Mobile,14083,297,239,3,3654.32,UAH,3654.32,1,Leads,Active,test_1,False,False
2024-10-21,meta,cpc,test_1,Ukraine,Mobile,34673,484,465,6,2778.04,UAH,2778.04,1,Leads,Active,test_1,False,False
2024-10-22,meta,cpc,test_1,Ukraine,Mobile,32379,681,575,9,4712.96,UAH,4712.96,2,Leads,Active,test_1,False,False
2024-10-23,meta,cpc,test_1,Ukraine,Desktop,17507,391,337,5,3114.31,UAH,3114.31,1,Leads,Active,test_1,False,False
2024-10-24,meta,cpc,test_1,Ukraine,Desktop,1297,23,22,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-10-25,meta,cpc,test_1,Ukraine,Desktop,2000,30,25,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-10-26,meta,cpc,test_1,Ukraine,Mobile,2885,78,69,1,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-10-27,meta,cpc,test_1,Ukraine,Mobile,2543,38,36,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-10-28,meta,cpc,test_1,Czech Republic,Desktop,3403,66,63,1,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-10-29,meta,cpc,test_1,Ukraine,Mobile,2804,36,31,1,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-10-30,meta,cpc,test_1,Ukraine,Mobile,1717,31,28,0,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-10-31,meta,cpc,test_1,Ukraine,Mobile,110775,98,90,2,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-11-01,meta,cpc,TEST_1,Ukraine,Desktop,3967,95,75,1,0.0,UAH,0.0,0,Leads,Paused,test_1,False,False
2024-11-02,meta,cpc,test_1,Ukraine,Tablet,31822,709,639,14,3543.77,UAH,3543.77,3,Leads,Active,test_1,False,False
2024-11-03,meta,cpc,test_1,Poland,Mobile,8356,189,175,2,2387.51,UAH,2387.51,0,Leads,Active,test_1,False,False
2024-11-04,meta,cpc,test_1,Ukraine,Desktop,38856,690,662,15,6938.48,UAH,6938.48,3,Leads,Active,test_1,False,False
2024-11-05,meta,cpc,test_1,Ukraine,Mobile,43231,672,619,10,6861.88,UAH,6861.88,1,Leads,Active,test_1,False,False
2024-11-06,meta,cpc,test_1,Kazakhstan,Mobile,19218,444,374,6,3188.36,UAH,3188.36,1,Leads,Active,test_1,False,False
2024-11-07,meta,cpc,test_1,Ukraine,Tablet,37253,654,546,6,4156.65,UAH,4156.65,0,Leads,Active,test_1,False,False
2024-11-08,meta,cpc,test_1,Ukraine,Mobile,10605,242,223,4,2975.24,UAH,2975.24,1,Leads,Active,test_1,False,False
